"corpus","word_length","n_words","ngram","bigram","method","pos1","pos2","pos3","pos4","pos5","pos6","pos7","pos8","pos9"
"subtlex_uk",3,5268,"bigram","GS","token",88.0000000000001,212,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GT","token",244.000000000001,255.000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GU","token",41827.0000000004,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GV","token",6.99999999999993,163,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GW","token",27.0000000000001,1.99999999999998,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GX","token",0,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GY","token",3181.00000000001,4.00000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","GZ","token",1.99999999999998,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HA","token",1140684,6024.00000000002,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HB","token",49.9999999999995,42,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HC","token",68.0000000000003,112,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HD","token",56.0000000000001,546.000000000003,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HE","token",424107,9943576.00000009,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HF","token",0,48.0000000000002,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HG","token",120,3.99999999999996,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HH","token",51.0000000000001,9853.00000000006,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HI","token",862321.000000005,1101,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HJ","token",11.0000000000001,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HK","token",0,48.9999999999998,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HL","token",10.9999999999999,56,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HM","token",16243.0000000002,158,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HN","token",25.0000000000001,26.0000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HO","token",477897.999999999,423715.999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HP","token",124,121.000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HQ","token",15.9999999999999,11.0000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HR","token",110,65.0000000000004,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HS","token",250.999999999999,11426,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HT","token",86.9999999999994,49.0000000000003,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HU","token",22718.0000000002,361,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HV","token",19.9999999999999,2.99999999999998,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HW","token",28.0000000000001,50.0000000000004,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HX","token",1.99999999999998,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HY","token",90.0000000000003,218474.999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","HZ","token",0,4.99999999999996,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IA","token",16600.0000000001,6257.99999999996,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IB","token",354.000000000001,9009.99999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IC","token",21527.9999999998,5109,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","ID","token",468.000000000002,531696.000000002,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IE","token",441.999999999996,43758.0000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IF","token",436.000000000003,141,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IG","token",60.0000000000003,195072.999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IH","token",78.0000000000006,32.9999999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","II","token",1525.00000000002,2357.00000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IJ","token",0,127,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IK","token",190.999999999999,734.999999999997,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IL","token",8049.00000000007,21442.0000000002,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IM","token",2489.99999999998,343916.000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IN","token",4810.00000000002,83687.0000000005,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IO","token",346,3216.99999999998,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IP","token",167,27551.0000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IQ","token",8.0000000000001,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IR","token",1916.99999999999,74605.0000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IS","token",2420.00000000001,505867.000000004,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IT","token",120777.999999999,353493.000000002,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IU","token",41,400.000000000002,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IV","token",1516,1691.99999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IW","token",38,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IX","token",1.99999999999998,77705.0000000006,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IY","token",21.0000000000002,1646.99999999999,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","IZ","token",39.0000000000003,5113.00000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JA","token",17254,11.0000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JB","token",19.0000000000001,51.0000000000001,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JC","token",124,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JD","token",2.99999999999998,33.0000000000004,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JE","token",6258.00000000001,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JF","token",250.999999999997,0,NA,NA,NA,NA,NA,NA,NA
"subtlex_uk",3,5268,"bigram","JG","token",0,0,NA,NA,NA,NA,NA,NA,NA
