"corpus","word_length","n_words","ngram","trigram","method","freq"
"subtlex_uk",4,11790,"trigram","ZTI","token",0
"subtlex_uk",4,11790,"trigram","ZTJ","token",0
"subtlex_uk",4,11790,"trigram","ZTK","token",0
"subtlex_uk",4,11790,"trigram","ZTL","token",0
"subtlex_uk",4,11790,"trigram","ZTM","token",0
"subtlex_uk",4,11790,"trigram","ZTN","token",0
"subtlex_uk",4,11790,"trigram","ZTO","token",0
"subtlex_uk",4,11790,"trigram","ZTP","token",0
"subtlex_uk",4,11790,"trigram","ZTQ","token",0
"subtlex_uk",4,11790,"trigram","ZTR","token",0
"subtlex_uk",4,11790,"trigram","ZTS","token",0
"subtlex_uk",4,11790,"trigram","ZTT","token",0
"subtlex_uk",4,11790,"trigram","ZTU","token",0
"subtlex_uk",4,11790,"trigram","ZTV","token",0
"subtlex_uk",4,11790,"trigram","ZTW","token",0
"subtlex_uk",4,11790,"trigram","ZTX","token",0
"subtlex_uk",4,11790,"trigram","ZTY","token",0
"subtlex_uk",4,11790,"trigram","ZTZ","token",0
"subtlex_uk",4,11790,"trigram","ZUA","token",0
"subtlex_uk",4,11790,"trigram","ZUB","token",31.0000000000003
"subtlex_uk",4,11790,"trigram","ZUC","token",0
"subtlex_uk",4,11790,"trigram","ZUD","token",0
"subtlex_uk",4,11790,"trigram","ZUE","token",0
"subtlex_uk",4,11790,"trigram","ZUF","token",0
"subtlex_uk",4,11790,"trigram","ZUG","token",0
"subtlex_uk",4,11790,"trigram","ZUH","token",0
"subtlex_uk",4,11790,"trigram","ZUI","token",0
"subtlex_uk",4,11790,"trigram","ZUJ","token",0
"subtlex_uk",4,11790,"trigram","ZUK","token",17.0000000000002
"subtlex_uk",4,11790,"trigram","ZUL","token",526
"subtlex_uk",4,11790,"trigram","ZUM","token",152
"subtlex_uk",4,11790,"trigram","ZUN","token",5.99999999999999
"subtlex_uk",4,11790,"trigram","ZUO","token",0
"subtlex_uk",4,11790,"trigram","ZUP","token",0
"subtlex_uk",4,11790,"trigram","ZUQ","token",0
"subtlex_uk",4,11790,"trigram","ZUR","token",11.0000000000001
"subtlex_uk",4,11790,"trigram","ZUS","token",12.0000000000001
"subtlex_uk",4,11790,"trigram","ZUT","token",0
"subtlex_uk",4,11790,"trigram","ZUU","token",0
"subtlex_uk",4,11790,"trigram","ZUV","token",0
"subtlex_uk",4,11790,"trigram","ZUW","token",0
"subtlex_uk",4,11790,"trigram","ZUX","token",0
"subtlex_uk",4,11790,"trigram","ZUY","token",0
"subtlex_uk",4,11790,"trigram","ZUZ","token",0
"subtlex_uk",4,11790,"trigram","ZVA","token",0
"subtlex_uk",4,11790,"trigram","ZVB","token",0
"subtlex_uk",4,11790,"trigram","ZVC","token",0
"subtlex_uk",4,11790,"trigram","ZVD","token",0
"subtlex_uk",4,11790,"trigram","ZVE","token",0
"subtlex_uk",4,11790,"trigram","ZVF","token",0
"subtlex_uk",4,11790,"trigram","ZVG","token",0
"subtlex_uk",4,11790,"trigram","ZVH","token",0
"subtlex_uk",4,11790,"trigram","ZVI","token",11.0000000000001
"subtlex_uk",4,11790,"trigram","ZVJ","token",0
"subtlex_uk",4,11790,"trigram","ZVK","token",0
"subtlex_uk",4,11790,"trigram","ZVL","token",0
"subtlex_uk",4,11790,"trigram","ZVM","token",0
"subtlex_uk",4,11790,"trigram","ZVN","token",0
"subtlex_uk",4,11790,"trigram","ZVO","token",0
"subtlex_uk",4,11790,"trigram","ZVP","token",0
"subtlex_uk",4,11790,"trigram","ZVQ","token",0
"subtlex_uk",4,11790,"trigram","ZVR","token",0
"subtlex_uk",4,11790,"trigram","ZVS","token",0
"subtlex_uk",4,11790,"trigram","ZVT","token",0
"subtlex_uk",4,11790,"trigram","ZVU","token",0
"subtlex_uk",4,11790,"trigram","ZVV","token",0
"subtlex_uk",4,11790,"trigram","ZVW","token",0
"subtlex_uk",4,11790,"trigram","ZVX","token",0
"subtlex_uk",4,11790,"trigram","ZVY","token",0
"subtlex_uk",4,11790,"trigram","ZVZ","token",0
"subtlex_uk",4,11790,"trigram","ZWA","token",1.99999999999998
"subtlex_uk",4,11790,"trigram","ZWB","token",0
"subtlex_uk",4,11790,"trigram","ZWC","token",0
"subtlex_uk",4,11790,"trigram","ZWD","token",0
"subtlex_uk",4,11790,"trigram","ZWE","token",76.0000000000006
"subtlex_uk",4,11790,"trigram","ZWF","token",0
"subtlex_uk",4,11790,"trigram","ZWG","token",0
"subtlex_uk",4,11790,"trigram","ZWH","token",0
"subtlex_uk",4,11790,"trigram","ZWI","token",0
"subtlex_uk",4,11790,"trigram","ZWJ","token",0
"subtlex_uk",4,11790,"trigram","ZWK","token",0
"subtlex_uk",4,11790,"trigram","ZWL","token",0
"subtlex_uk",4,11790,"trigram","ZWM","token",0
"subtlex_uk",4,11790,"trigram","ZWN","token",0
"subtlex_uk",4,11790,"trigram","ZWO","token",0
"subtlex_uk",4,11790,"trigram","ZWP","token",0
"subtlex_uk",4,11790,"trigram","ZWQ","token",0
"subtlex_uk",4,11790,"trigram","ZWR","token",0
"subtlex_uk",4,11790,"trigram","ZWS","token",0
"subtlex_uk",4,11790,"trigram","ZWT","token",0
"subtlex_uk",4,11790,"trigram","ZWU","token",0
"subtlex_uk",4,11790,"trigram","ZWV","token",0
"subtlex_uk",4,11790,"trigram","ZWW","token",0
"subtlex_uk",4,11790,"trigram","ZWX","token",0
"subtlex_uk",4,11790,"trigram","ZWY","token",0
"subtlex_uk",4,11790,"trigram","ZWZ","token",0
"subtlex_uk",4,11790,"trigram","ZXA","token",0
"subtlex_uk",4,11790,"trigram","ZXB","token",0
"subtlex_uk",4,11790,"trigram","ZXC","token",0
"subtlex_uk",4,11790,"trigram","ZXD","token",0
"subtlex_uk",4,11790,"trigram","ZXE","token",0
"subtlex_uk",4,11790,"trigram","ZXF","token",0
"subtlex_uk",4,11790,"trigram","ZXG","token",0
"subtlex_uk",4,11790,"trigram","ZXH","token",0
"subtlex_uk",4,11790,"trigram","ZXI","token",0
"subtlex_uk",4,11790,"trigram","ZXJ","token",0
"subtlex_uk",4,11790,"trigram","ZXK","token",0
"subtlex_uk",4,11790,"trigram","ZXL","token",0
"subtlex_uk",4,11790,"trigram","ZXM","token",0
"subtlex_uk",4,11790,"trigram","ZXN","token",0
"subtlex_uk",4,11790,"trigram","ZXO","token",0
"subtlex_uk",4,11790,"trigram","ZXP","token",0
"subtlex_uk",4,11790,"trigram","ZXQ","token",0
"subtlex_uk",4,11790,"trigram","ZXR","token",0
"subtlex_uk",4,11790,"trigram","ZXS","token",0
"subtlex_uk",4,11790,"trigram","ZXT","token",0
"subtlex_uk",4,11790,"trigram","ZXU","token",0
"subtlex_uk",4,11790,"trigram","ZXV","token",0
"subtlex_uk",4,11790,"trigram","ZXW","token",0
"subtlex_uk",4,11790,"trigram","ZXX","token",0
"subtlex_uk",4,11790,"trigram","ZXY","token",0
"subtlex_uk",4,11790,"trigram","ZXZ","token",0
"subtlex_uk",4,11790,"trigram","ZYA","token",0
"subtlex_uk",4,11790,"trigram","ZYB","token",0
"subtlex_uk",4,11790,"trigram","ZYC","token",0
"subtlex_uk",4,11790,"trigram","ZYD","token",0
"subtlex_uk",4,11790,"trigram","ZYE","token",0
"subtlex_uk",4,11790,"trigram","ZYF","token",0
"subtlex_uk",4,11790,"trigram","ZYG","token",0
"subtlex_uk",4,11790,"trigram","ZYH","token",0
"subtlex_uk",4,11790,"trigram","ZYI","token",0
"subtlex_uk",4,11790,"trigram","ZYJ","token",0
"subtlex_uk",4,11790,"trigram","ZYK","token",0
"subtlex_uk",4,11790,"trigram","ZYL","token",0
"subtlex_uk",4,11790,"trigram","ZYM","token",0
"subtlex_uk",4,11790,"trigram","ZYN","token",0
"subtlex_uk",4,11790,"trigram","ZYO","token",0
"subtlex_uk",4,11790,"trigram","ZYP","token",0
"subtlex_uk",4,11790,"trigram","ZYQ","token",0
"subtlex_uk",4,11790,"trigram","ZYR","token",0
"subtlex_uk",4,11790,"trigram","ZYS","token",0
"subtlex_uk",4,11790,"trigram","ZYT","token",0
"subtlex_uk",4,11790,"trigram","ZYU","token",0
"subtlex_uk",4,11790,"trigram","ZYV","token",0
"subtlex_uk",4,11790,"trigram","ZYW","token",0
"subtlex_uk",4,11790,"trigram","ZYX","token",0
"subtlex_uk",4,11790,"trigram","ZYY","token",0
"subtlex_uk",4,11790,"trigram","ZYZ","token",0
"subtlex_uk",4,11790,"trigram","ZZA","token",0
"subtlex_uk",4,11790,"trigram","ZZB","token",0
"subtlex_uk",4,11790,"trigram","ZZC","token",0
"subtlex_uk",4,11790,"trigram","ZZD","token",0
"subtlex_uk",4,11790,"trigram","ZZE","token",0
"subtlex_uk",4,11790,"trigram","ZZF","token",0
"subtlex_uk",4,11790,"trigram","ZZG","token",0
"subtlex_uk",4,11790,"trigram","ZZH","token",0
"subtlex_uk",4,11790,"trigram","ZZI","token",0
"subtlex_uk",4,11790,"trigram","ZZJ","token",0
"subtlex_uk",4,11790,"trigram","ZZK","token",0
"subtlex_uk",4,11790,"trigram","ZZL","token",0
"subtlex_uk",4,11790,"trigram","ZZM","token",0
"subtlex_uk",4,11790,"trigram","ZZN","token",0
"subtlex_uk",4,11790,"trigram","ZZO","token",0
"subtlex_uk",4,11790,"trigram","ZZP","token",0
"subtlex_uk",4,11790,"trigram","ZZQ","token",0
"subtlex_uk",4,11790,"trigram","ZZR","token",0
"subtlex_uk",4,11790,"trigram","ZZS","token",1.99999999999998
"subtlex_uk",4,11790,"trigram","ZZT","token",8.99999999999999
"subtlex_uk",4,11790,"trigram","ZZU","token",0
"subtlex_uk",4,11790,"trigram","ZZV","token",0
"subtlex_uk",4,11790,"trigram","ZZW","token",0
"subtlex_uk",4,11790,"trigram","ZZX","token",0
"subtlex_uk",4,11790,"trigram","ZZY","token",818.000000000001
"subtlex_uk",4,11790,"trigram","ZZZ","token",223.000000000001
"subtlex_uk",5,19318,"trigram","AAA","token",2807
"subtlex_uk",5,19318,"trigram","AAB","token",95.0000000000005
"subtlex_uk",5,19318,"trigram","AAC","token",1257.00000000001
"subtlex_uk",5,19318,"trigram","AAD","token",63.9999999999996
"subtlex_uk",5,19318,"trigram","AAE","token",1.99999999999998
"subtlex_uk",5,19318,"trigram","AAF","token",65
"subtlex_uk",5,19318,"trigram","AAG","token",571.000000000002
"subtlex_uk",5,19318,"trigram","AAH","token",1058
"subtlex_uk",5,19318,"trigram","AAI","token",5.99999999999999
"subtlex_uk",5,19318,"trigram","AAJ","token",0
"subtlex_uk",5,19318,"trigram","AAK","token",48.0000000000002
"subtlex_uk",5,19318,"trigram","AAL","token",37.0000000000001
"subtlex_uk",5,19318,"trigram","AAM","token",61.0000000000003
"subtlex_uk",5,19318,"trigram","AAN","token",60.0000000000001
"subtlex_uk",5,19318,"trigram","AAO","token",11.9999999999999
"subtlex_uk",5,19318,"trigram","AAP","token",1.99999999999998
"subtlex_uk",5,19318,"trigram","AAQ","token",0
"subtlex_uk",5,19318,"trigram","AAR","token",3266.99999999999
"subtlex_uk",5,19318,"trigram","AAS","token",31.0000000000001
"subtlex_uk",5,19318,"trigram","AAT","token",30.9999999999998
"subtlex_uk",5,19318,"trigram","AAU","token",0
"subtlex_uk",5,19318,"trigram","AAV","token",15.0000000000002
"subtlex_uk",5,19318,"trigram","AAW","token",27.0000000000001
"subtlex_uk",5,19318,"trigram","AAX","token",0
"subtlex_uk",5,19318,"trigram","AAY","token",44.0000000000001
"subtlex_uk",5,19318,"trigram","AAZ","token",0
"subtlex_uk",5,19318,"trigram","ABA","token",1250
"subtlex_uk",5,19318,"trigram","ABB","token",6293.00000000001
"subtlex_uk",5,19318,"trigram","ABC","token",0
"subtlex_uk",5,19318,"trigram","ABD","token",603.000000000005
"subtlex_uk",5,19318,"trigram","ABE","token",4050.99999999997
"subtlex_uk",5,19318,"trigram","ABF","token",2.99999999999998
"subtlex_uk",5,19318,"trigram","ABG","token",10.9999999999999
"subtlex_uk",5,19318,"trigram","ABH","token",105
"subtlex_uk",5,19318,"trigram","ABI","token",5725.99999999997
"subtlex_uk",5,19318,"trigram","ABJ","token",0
"subtlex_uk",5,19318,"trigram","ABK","token",0
"subtlex_uk",5,19318,"trigram","ABL","token",30501.0000000002
"subtlex_uk",5,19318,"trigram","ABM","token",0
"subtlex_uk",5,19318,"trigram","ABN","token",656.000000000003
"subtlex_uk",5,19318,"trigram","ABO","token",676727.000000005
"subtlex_uk",5,19318,"trigram","ABP","token",0
"subtlex_uk",5,19318,"trigram","ABQ","token",0
"subtlex_uk",5,19318,"trigram","ABR","token",476.000000000001
"subtlex_uk",5,19318,"trigram","ABS","token",4644.99999999999
"subtlex_uk",5,19318,"trigram","ABT","token",1.99999999999998
"subtlex_uk",5,19318,"trigram","ABU","token",6451.00000000003
"subtlex_uk",5,19318,"trigram","ABV","token",0
"subtlex_uk",5,19318,"trigram","ABW","token",0
"subtlex_uk",5,19318,"trigram","ABX","token",0
"subtlex_uk",5,19318,"trigram","ABY","token",329.999999999999
"subtlex_uk",5,19318,"trigram","ABZ","token",0
"subtlex_uk",5,19318,"trigram","ACA","token",181
"subtlex_uk",5,19318,"trigram","ACB","token",0
"subtlex_uk",5,19318,"trigram","ACC","token",210
"subtlex_uk",5,19318,"trigram","ACD","token",0
"subtlex_uk",5,19318,"trigram","ACE","token",202729
"subtlex_uk",5,19318,"trigram","ACF","token",0
"subtlex_uk",5,19318,"trigram","ACG","token",0
"subtlex_uk",5,19318,"trigram","ACH","token",43560.9999999999
"subtlex_uk",5,19318,"trigram","ACI","token",450.000000000001
"subtlex_uk",5,19318,"trigram","ACJ","token",0
"subtlex_uk",5,19318,"trigram","ACK","token",80151.9999999995
"subtlex_uk",5,19318,"trigram","ACL","token",0
"subtlex_uk",5,19318,"trigram","ACM","token",0
"subtlex_uk",5,19318,"trigram","ACN","token",6.00000000000005
"subtlex_uk",5,19318,"trigram","ACO","token",6491.00000000004
"subtlex_uk",5,19318,"trigram","ACP","token",4.00000000000001
"subtlex_uk",5,19318,"trigram","ACQ","token",11
"subtlex_uk",5,19318,"trigram","ACR","token",5363.00000000002
"subtlex_uk",5,19318,"trigram","ACS","token",3.99999999999996
"subtlex_uk",5,19318,"trigram","ACT","token",21281
"subtlex_uk",5,19318,"trigram","ACU","token",967.999999999995
"subtlex_uk",5,19318,"trigram","ACV","token",0
"subtlex_uk",5,19318,"trigram","ACW","token",0
"subtlex_uk",5,19318,"trigram","ACX","token",0
"subtlex_uk",5,19318,"trigram","ACY","token",3691.00000000002
"subtlex_uk",5,19318,"trigram","ACZ","token",0
"subtlex_uk",5,19318,"trigram","ADA","token",10993.0000000001
"subtlex_uk",5,19318,"trigram","ADB","token",8.99999999999997
"subtlex_uk",5,19318,"trigram","ADC","token",0
"subtlex_uk",5,19318,"trigram","ADD","token",21592
"subtlex_uk",5,19318,"trigram","ADE","token",28444.0000000002
"subtlex_uk",5,19318,"trigram","ADF","token",2.99999999999998
"subtlex_uk",5,19318,"trigram","ADG","token",2567
"subtlex_uk",5,19318,"trigram","ADH","token",88.0000000000004
"subtlex_uk",5,19318,"trigram","ADI","token",15858.0000000002
"subtlex_uk",5,19318,"trigram","ADJ","token",88.0000000000001
"subtlex_uk",5,19318,"trigram","ADK","token",17
"subtlex_uk",5,19318,"trigram","ADL","token",16482
"subtlex_uk",5,19318,"trigram","ADM","token",6559.99999999995
"subtlex_uk",5,19318,"trigram","ADN","token",13
"subtlex_uk",5,19318,"trigram","ADO","token",3489.00000000001
"subtlex_uk",5,19318,"trigram","ADP","token",0
"subtlex_uk",5,19318,"trigram","ADQ","token",0
"subtlex_uk",5,19318,"trigram","ADR","token",272.999999999999
"subtlex_uk",5,19318,"trigram","ADS","token",37500
"subtlex_uk",5,19318,"trigram","ADT","token",9.00000000000002
"subtlex_uk",5,19318,"trigram","ADU","token",5262.00000000004
"subtlex_uk",5,19318,"trigram","ADV","token",3.99999999999996
"subtlex_uk",5,19318,"trigram","ADW","token",0
"subtlex_uk",5,19318,"trigram","ADX","token",0
"subtlex_uk",5,19318,"trigram","ADY","token",68424.0000000002
"subtlex_uk",5,19318,"trigram","ADZ","token",0
"subtlex_uk",5,19318,"trigram","AEA","token",19.9999999999999
"subtlex_uk",5,19318,"trigram","AEB","token",0
"subtlex_uk",5,19318,"trigram","AEC","token",4.99999999999996
"subtlex_uk",5,19318,"trigram","AED","token",2690.00000000001
"subtlex_uk",5,19318,"trigram","AEE","token",123.000000000001
"subtlex_uk",5,19318,"trigram","AEF","token",11
"subtlex_uk",5,19318,"trigram","AEG","token",271.000000000001
"subtlex_uk",5,19318,"trigram","AEH","token",0
"subtlex_uk",5,19318,"trigram","AEI","token",110.000000000001
"subtlex_uk",5,19318,"trigram","AEJ","token",1.99999999999998
"subtlex_uk",5,19318,"trigram","AEK","token",0
"subtlex_uk",5,19318,"trigram","AEL","token",56.9999999999996
"subtlex_uk",5,19318,"trigram","AEM","token",5.99999999999994
"subtlex_uk",5,19318,"trigram","AEN","token",75.9999999999999
"subtlex_uk",5,19318,"trigram","AEO","token",18.9999999999999
"subtlex_uk",5,19318,"trigram","AEP","token",8.99999999999991
"subtlex_uk",5,19318,"trigram","AEQ","token",0
"subtlex_uk",5,19318,"trigram","AER","token",63
"subtlex_uk",5,19318,"trigram","AES","token",113
"subtlex_uk",5,19318,"trigram","AET","token",32
"subtlex_uk",5,19318,"trigram","AEU","token",15
"subtlex_uk",5,19318,"trigram","AEV","token",102.000000000001
"subtlex_uk",5,19318,"trigram","AEW","token",0
"subtlex_uk",5,19318,"trigram","AEX","token",0
"subtlex_uk",5,19318,"trigram","AEY","token",0
"subtlex_uk",5,19318,"trigram","AEZ","token",1.99999999999998
"subtlex_uk",5,19318,"trigram","AFA","token",316.999999999999
"subtlex_uk",5,19318,"trigram","AFB","token",0
"subtlex_uk",5,19318,"trigram","AFC","token",0
"subtlex_uk",5,19318,"trigram","AFD","token",0
"subtlex_uk",5,19318,"trigram","AFE","token",3100.00000000002
"subtlex_uk",5,19318,"trigram","AFF","token",18802.9999999999
"subtlex_uk",5,19318,"trigram","AFG","token",0
"subtlex_uk",5,19318,"trigram","AFH","token",0
"subtlex_uk",5,19318,"trigram","AFI","token",788.999999999997
"subtlex_uk",5,19318,"trigram","AFJ","token",0
"subtlex_uk",5,19318,"trigram","AFK","token",64.0000000000006
"subtlex_uk",5,19318,"trigram","AFL","token",1.99999999999998
"subtlex_uk",5,19318,"trigram","AFM","token",0
"subtlex_uk",5,19318,"trigram","AFN","token",0
"subtlex_uk",5,19318,"trigram","AFO","token",365.000000000003
"subtlex_uk",5,19318,"trigram","AFP","token",3.99999999999996
"subtlex_uk",5,19318,"trigram","AFQ","token",0
"subtlex_uk",5,19318,"trigram","AFR","token",23.9999999999998
"subtlex_uk",5,19318,"trigram","AFS","token",51.0000000000004
"subtlex_uk",5,19318,"trigram","AFT","token",182133.999999999
"subtlex_uk",5,19318,"trigram","AFU","token",9.99999999999996
"subtlex_uk",5,19318,"trigram","AFV","token",0
"subtlex_uk",5,19318,"trigram","AFW","token",0
"subtlex_uk",5,19318,"trigram","AFX","token",0
"subtlex_uk",5,19318,"trigram","AFY","token",526.999999999996
"subtlex_uk",5,19318,"trigram","AFZ","token",15.9999999999998
"subtlex_uk",5,19318,"trigram","AGA","token",139887
"subtlex_uk",5,19318,"trigram","AGB","token",21.0000000000002
"subtlex_uk",5,19318,"trigram","AGC","token",0
"subtlex_uk",5,19318,"trigram","AGD","token",271.000000000001
"subtlex_uk",5,19318,"trigram","AGE","token",57580.0000000003
"subtlex_uk",5,19318,"trigram","AGF","token",0
"subtlex_uk",5,19318,"trigram","AGG","token",1779
"subtlex_uk",5,19318,"trigram","AGH","token",1025
"subtlex_uk",5,19318,"trigram","AGI","token",14380
"subtlex_uk",5,19318,"trigram","AGJ","token",0
"subtlex_uk",5,19318,"trigram","AGK","token",0
"subtlex_uk",5,19318,"trigram","AGL","token",2693.00000000001
"subtlex_uk",5,19318,"trigram","AGM","token",216
"subtlex_uk",5,19318,"trigram","AGN","token",1358.99999999999
"subtlex_uk",5,19318,"trigram","AGO","token",2603
"subtlex_uk",5,19318,"trigram","AGP","token",0
"subtlex_uk",5,19318,"trigram","AGQ","token",0
"subtlex_uk",5,19318,"trigram","AGR","token",25509
"subtlex_uk",5,19318,"trigram","AGS","token",2680.00000000001
"subtlex_uk",5,19318,"trigram","AGT","token",4.99999999999996
"subtlex_uk",5,19318,"trigram","AGU","token",2490.99999999998
"subtlex_uk",5,19318,"trigram","AGV","token",0
"subtlex_uk",5,19318,"trigram","AGW","token",0
"subtlex_uk",5,19318,"trigram","AGX","token",0
"subtlex_uk",5,19318,"trigram","AGY","token",53
"subtlex_uk",5,19318,"trigram","AGZ","token",0
"subtlex_uk",5,19318,"trigram","AHA","token",611
"subtlex_uk",5,19318,"trigram","AHB","token",0
"subtlex_uk",5,19318,"trigram","AHC","token",0
"subtlex_uk",5,19318,"trigram","AHD","token",62.0000000000003
"subtlex_uk",5,19318,"trigram","AHE","token",29382.9999999998
"subtlex_uk",5,19318,"trigram","AHF","token",0
"subtlex_uk",5,19318,"trigram","AHG","token",0
"subtlex_uk",5,19318,"trigram","AHH","token",499
"subtlex_uk",5,19318,"trigram","AHI","token",426.000000000001
"subtlex_uk",5,19318,"trigram","AHJ","token",0
"subtlex_uk",5,19318,"trigram","AHK","token",12.0000000000001
"subtlex_uk",5,19318,"trigram","AHL","token",37.0000000000001
"subtlex_uk",5,19318,"trigram","AHM","token",933.000000000005
"subtlex_uk",5,19318,"trigram","AHN","token",84.9999999999996
"subtlex_uk",5,19318,"trigram","AHO","token",594.000000000003
"subtlex_uk",5,19318,"trigram","AHP","token",0
"subtlex_uk",5,19318,"trigram","AHQ","token",0
"subtlex_uk",5,19318,"trigram","AHR","token",71.0000000000002
"subtlex_uk",5,19318,"trigram","AHS","token",78.0000000000007
"subtlex_uk",5,19318,"trigram","AHT","token",20
"subtlex_uk",5,19318,"trigram","AHU","token",96.9999999999998
"subtlex_uk",5,19318,"trigram","AHV","token",0
"subtlex_uk",5,19318,"trigram","AHW","token",36.9999999999999
"subtlex_uk",5,19318,"trigram","AHX","token",0
"subtlex_uk",5,19318,"trigram","AHY","token",26.0000000000001
"subtlex_uk",5,19318,"trigram","AHZ","token",0
"subtlex_uk",5,19318,"trigram","AIA","token",15.9999999999999
"subtlex_uk",5,19318,"trigram","AIB","token",64.9999999999997
"subtlex_uk",5,19318,"trigram","AIC","token",340
"subtlex_uk",5,19318,"trigram","AID","token",6667.99999999998
"subtlex_uk",5,19318,"trigram","AIE","token",32.0000000000002
"subtlex_uk",5,19318,"trigram","AIF","token",89.0000000000002
"subtlex_uk",5,19318,"trigram","AIG","token",7896.00000000004
"subtlex_uk",5,19318,"trigram","AIH","token",0
"subtlex_uk",5,19318,"trigram","AII","token",16.0000000000001
"subtlex_uk",5,19318,"trigram","AIJ","token",9.9999999999999
"subtlex_uk",5,19318,"trigram","AIK","token",251.999999999999
"subtlex_uk",5,19318,"trigram","AIL","token",26979
"subtlex_uk",5,19318,"trigram","AIM","token",11810.0000000001
"subtlex_uk",5,19318,"trigram","AIN","token",219143
"subtlex_uk",5,19318,"trigram","AIO","token",67.0000000000001
"subtlex_uk",5,19318,"trigram","AIP","token",6.99999999999994
"subtlex_uk",5,19318,"trigram","AIQ","token",11.0000000000001
"subtlex_uk",5,19318,"trigram","AIR","token",33008.9999999999
"subtlex_uk",5,19318,"trigram","AIS","token",25402
"subtlex_uk",5,19318,"trigram","AIT","token",13780.0000000001
"subtlex_uk",5,19318,"trigram","AIU","token",529.000000000005
"subtlex_uk",5,19318,"trigram","AIV","token",1294
"subtlex_uk",5,19318,"trigram","AIW","token",15.0000000000002
"subtlex_uk",5,19318,"trigram","AIX","token",27.0000000000002
"subtlex_uk",5,19318,"trigram","AIY","token",80.0000000000006
"subtlex_uk",5,19318,"trigram","AIZ","token",392.999999999999
"subtlex_uk",5,19318,"trigram","AJA","token",185.000000000001
"subtlex_uk",5,19318,"trigram","AJB","token",0
"subtlex_uk",5,19318,"trigram","AJC","token",0
"subtlex_uk",5,19318,"trigram","AJD","token",0
"subtlex_uk",5,19318,"trigram","AJE","token",35.0000000000002
"subtlex_uk",5,19318,"trigram","AJF","token",0
"subtlex_uk",5,19318,"trigram","AJG","token",0
"subtlex_uk",5,19318,"trigram","AJH","token",0
"subtlex_uk",5,19318,"trigram","AJI","token",205.999999999999
"subtlex_uk",5,19318,"trigram","AJJ","token",0
"subtlex_uk",5,19318,"trigram","AJK","token",0
"subtlex_uk",5,19318,"trigram","AJL","token",0
"subtlex_uk",5,19318,"trigram","AJM","token",51.0000000000001
"subtlex_uk",5,19318,"trigram","AJN","token",0
"subtlex_uk",5,19318,"trigram","AJO","token",22450
"subtlex_uk",5,19318,"trigram","AJP","token",0
"subtlex_uk",5,19318,"trigram","AJQ","token",0
"subtlex_uk",5,19318,"trigram","AJR","token",0
"subtlex_uk",5,19318,"trigram","AJS","token",0
"subtlex_uk",5,19318,"trigram","AJT","token",0
"subtlex_uk",5,19318,"trigram","AJU","token",122
"subtlex_uk",5,19318,"trigram","AJV","token",0
"subtlex_uk",5,19318,"trigram","AJW","token",6.00000000000005
"subtlex_uk",5,19318,"trigram","AJX","token",0
"subtlex_uk",5,19318,"trigram","AJY","token",0
"subtlex_uk",5,19318,"trigram","AJZ","token",0
"subtlex_uk",5,19318,"trigram","AKA","token",565
"subtlex_uk",5,19318,"trigram","AKB","token",172.000000000002
"subtlex_uk",5,19318,"trigram","AKC","token",0
"subtlex_uk",5,19318,"trigram","AKD","token",0
"subtlex_uk",5,19318,"trigram","AKE","token",182655.999999999
"subtlex_uk",5,19318,"trigram","AKF","token",36.9999999999999
"subtlex_uk",5,19318,"trigram","AKG","token",0
"subtlex_uk",5,19318,"trigram","AKH","token",22.0000000000002
"subtlex_uk",5,19318,"trigram","AKI","token",920.000000000001
"subtlex_uk",5,19318,"trigram","AKJ","token",0
"subtlex_uk",5,19318,"trigram","AKK","token",5848.00000000002
"subtlex_uk",5,19318,"trigram","AKL","token",0
"subtlex_uk",5,19318,"trigram","AKM","token",98.0000000000001
"subtlex_uk",5,19318,"trigram","AKN","token",2.99999999999998
"subtlex_uk",5,19318,"trigram","AKO","token",102
"subtlex_uk",5,19318,"trigram","AKP","token",20
"subtlex_uk",5,19318,"trigram","AKQ","token",0
"subtlex_uk",5,19318,"trigram","AKR","token",61.0000000000005
"subtlex_uk",5,19318,"trigram","AKS","token",2083.00000000001
"subtlex_uk",5,19318,"trigram","AKT","token",385.000000000005
"subtlex_uk",5,19318,"trigram","AKU","token",27.0000000000002
"subtlex_uk",5,19318,"trigram","AKV","token",0
"subtlex_uk",5,19318,"trigram","AKW","token",0
"subtlex_uk",5,19318,"trigram","AKX","token",0
"subtlex_uk",5,19318,"trigram","AKY","token",1840
"subtlex_uk",5,19318,"trigram","AKZ","token",0
"subtlex_uk",5,19318,"trigram","ALA","token",11049
"subtlex_uk",5,19318,"trigram","ALB","token",7477.99999999999
"subtlex_uk",5,19318,"trigram","ALC","token",78.0000000000002
"subtlex_uk",5,19318,"trigram","ALD","token",1114
"subtlex_uk",5,19318,"trigram","ALE","token",79510.9999999998
"subtlex_uk",5,19318,"trigram","ALF","token",4494.00000000004
"subtlex_uk",5,19318,"trigram","ALG","token",641.000000000002
"subtlex_uk",5,19318,"trigram","ALH","token",10
"subtlex_uk",5,19318,"trigram","ALI","token",26106.9999999999
"subtlex_uk",5,19318,"trigram","ALJ","token",0
"subtlex_uk",5,19318,"trigram","ALK","token",12308.0000000001
"subtlex_uk",5,19318,"trigram","ALL","token",159994
"subtlex_uk",5,19318,"trigram","ALM","token",1787.00000000001
