"corpus","word_length","n_words","ngram","bigram","method","freq"
"subtlex_uk",3,5268,"bigram","PR","token",11019
"subtlex_uk",3,5268,"bigram","PS","token",16930
"subtlex_uk",3,5268,"bigram","PT","token",1575.99999999999
"subtlex_uk",3,5268,"bigram","PU","token",209963.999999999
"subtlex_uk",3,5268,"bigram","PV","token",319
"subtlex_uk",3,5268,"bigram","PW","token",51.0000000000003
"subtlex_uk",3,5268,"bigram","PX","token",0
"subtlex_uk",3,5268,"bigram","PY","token",3135
"subtlex_uk",3,5268,"bigram","PZ","token",6.99999999999993
"subtlex_uk",3,5268,"bigram","QA","token",50.0000000000002
"subtlex_uk",3,5268,"bigram","QB","token",1.99999999999998
"subtlex_uk",3,5268,"bigram","QC","token",93.0000000000006
"subtlex_uk",3,5268,"bigram","QD","token",6.99999999999999
"subtlex_uk",3,5268,"bigram","QE","token",123
"subtlex_uk",3,5268,"bigram","QF","token",0
"subtlex_uk",3,5268,"bigram","QG","token",8.99999999999999
"subtlex_uk",3,5268,"bigram","QH","token",0
"subtlex_uk",3,5268,"bigram","QI","token",49.0000000000001
"subtlex_uk",3,5268,"bigram","QJ","token",0
"subtlex_uk",3,5268,"bigram","QK","token",0
"subtlex_uk",3,5268,"bigram","QL","token",0
"subtlex_uk",3,5268,"bigram","QM","token",82.0000000000002
"subtlex_uk",3,5268,"bigram","QN","token",1.99999999999998
"subtlex_uk",3,5268,"bigram","QO","token",26.0000000000001
"subtlex_uk",3,5268,"bigram","QP","token",833.000000000002
"subtlex_uk",3,5268,"bigram","QQ","token",0
"subtlex_uk",3,5268,"bigram","QR","token",2.99999999999998
"subtlex_uk",3,5268,"bigram","QS","token",15
"subtlex_uk",3,5268,"bigram","QT","token",6.99999999999993
"subtlex_uk",3,5268,"bigram","QU","token",2133
"subtlex_uk",3,5268,"bigram","QV","token",66.0000000000005
"subtlex_uk",3,5268,"bigram","QW","token",0
"subtlex_uk",3,5268,"bigram","QX","token",0
"subtlex_uk",3,5268,"bigram","QY","token",0
"subtlex_uk",3,5268,"bigram","QZ","token",0
"subtlex_uk",3,5268,"bigram","RA","token",45546.0000000002
"subtlex_uk",3,5268,"bigram","RB","token",1512.99999999999
"subtlex_uk",3,5268,"bigram","RC","token",955.999999999994
"subtlex_uk",3,5268,"bigram","RD","token",365.999999999999
"subtlex_uk",3,5268,"bigram","RE","token",1397669
"subtlex_uk",3,5268,"bigram","RF","token",292.000000000002
"subtlex_uk",3,5268,"bigram","RG","token",186.000000000001
"subtlex_uk",3,5268,"bigram","RH","token",523.999999999998
"subtlex_uk",3,5268,"bigram","RI","token",23122.0000000002
"subtlex_uk",3,5268,"bigram","RJ","token",6.00000000000005
"subtlex_uk",3,5268,"bigram","RK","token",755.999999999999
"subtlex_uk",3,5268,"bigram","RL","token",64.0000000000002
"subtlex_uk",3,5268,"bigram","RM","token",27989.9999999998
