"corpus","sequence_length","n_sequences","ngram","biphone","method","pos1","pos2","pos3","pos4","pos5","pos6","pos7","pos8","pos9","pos10","pos11"
"CMU",7,20994,"biphone","HH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-DH","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-DH","type",0,0,0,0,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-DH","type",0,0,4,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-DH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-F","type",2,17,21,3,6,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-F","type",22,23,19,4,10,11,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-F","type",27,30,23,72,36,17,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-F","type",5,17,8,2,15,59,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-F","type",1,1,1,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-F","type",0,19,7,1,1,5,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-F","type",6,28,15,2,2,6,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-F","type",0,17,9,26,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-F","type",0,4,3,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-F","type",7,81,32,28,22,10,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-F","type",4,23,10,7,3,6,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-F","type",2,9,12,7,0,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-F","type",0,1,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-F","type",0,7,3,0,0,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-F","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-F","type",0,0,6,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-F","type",0,0,20,22,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-F","type",0,0,6,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-F","type",0,0,1,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-F","type",0,0,16,6,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-F","type",0,14,66,3,7,25,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-F","type",0,7,17,2,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-F","type",0,42,65,16,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-F","type",0,0,6,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-F","type",0,1,4,6,0,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-F","type",0,4,30,7,0,21,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-F","type",1,0,22,19,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-F","type",0,0,5,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-F","type",0,7,17,34,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-F","type",0,0,3,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-F","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-F","type",0,0,2,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-F","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-G","type",9,34,17,14,7,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-G","type",11,43,21,9,5,5,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-G","type",14,68,47,47,6,7,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-G","type",3,9,2,0,5,11,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-G","type",4,1,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-G","type",2,10,1,0,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-G","type",9,45,21,4,6,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-G","type",0,37,5,13,53,109,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-G","type",1,8,4,9,5,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-G","type",27,74,24,67,20,7,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-G","type",6,29,8,14,10,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-G","type",7,17,7,6,4,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-G","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-G","type",0,5,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-G","type",1,21,10,7,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-G","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-G","type",0,0,2,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-G","type",0,0,4,6,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-G","type",0,2,3,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-G","type",0,0,4,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-G","type",0,4,39,4,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-G","type",0,0,8,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-G","type",0,9,24,2,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-G","type",0,18,128,27,32,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-G","type",0,3,1,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-G","type",0,9,51,2,12,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-G","type",0,0,13,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-G","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-G","type",0,5,3,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-G","type",0,0,1,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-G","type",0,0,5,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-G","type",0,0,3,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-G","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-HH","type",0,10,4,4,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-HH","type",0,4,0,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-HH","type",0,17,6,46,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-HH","type",0,1,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-HH","type",0,2,1,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-HH","type",0,5,1,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-HH","type",0,5,14,25,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-HH","type",0,0,2,3,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-HH","type",0,15,2,19,1,3,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-HH","type",0,11,7,14,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-HH","type",9,18,6,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-HH","type",0,3,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-HH","type",0,4,3,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-HH","type",0,0,5,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-HH","type",0,0,6,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-HH","type",0,4,10,24,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-HH","type",0,0,2,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-HH","type",0,0,5,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-HH","type",0,0,1,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-HH","type",0,3,34,22,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-HH","type",0,0,21,7,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-HH","type",0,1,5,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-HH","type",0,12,59,30,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-HH","type",0,0,8,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-HH","type",0,2,6,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-HH","type",0,0,16,3,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-HH","type",0,0,10,8,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-HH","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-HH","type",0,1,19,25,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-HH","type",0,0,2,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-HH","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-HH","type",0,0,2,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-HH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-JH","type",0,13,6,6,1,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-JH","type",4,8,8,3,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-JH","type",6,21,6,30,18,7,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-JH","type",0,2,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-JH","type",0,7,1,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-JH","type",5,14,8,0,0,5,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-JH","type",1,8,9,9,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-JH","type",5,3,4,9,5,4,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-JH","type",4,23,11,58,9,59,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-JH","type",1,9,2,4,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-JH","type",0,6,4,7,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-JH","type",0,1,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-JH","type",0,8,5,1,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-JH","type",0,3,4,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-JH","type",0,0,0,1,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-JH","type",0,0,1,0,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-JH","type",0,0,2,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-JH","type",0,3,5,2,3,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-JH","type",0,19,33,20,73,13,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-JH","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-JH","type",0,0,0,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-JH","type",0,2,29,0,2,7,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-JH","type",0,0,6,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-JH","type",0,0,1,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-JH","type",0,0,0,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-JH","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-K","type",29,106,60,17,71,67,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-K","type",42,148,96,20,61,79,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-K","type",40,338,40,111,58,44,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-K","type",5,16,4,5,12,8,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-K","type",0,2,2,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-K","type",5,38,6,9,9,30,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-K","type",53,95,85,49,108,91,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-K","type",1,65,10,29,25,12,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-K","type",0,30,27,15,46,16,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-K","type",48,195,70,136,134,344,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-K","type",5,59,21,26,21,13,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-K","type",15,35,16,22,22,8,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-K","type",0,3,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-K","type",0,22,12,2,20,27,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-K","type",0,39,10,6,12,3,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-K","type",0,3,3,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-K","type",0,0,3,0,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-K","type",0,3,15,9,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-K","type",0,0,6,1,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-K","type",0,0,0,1,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-K","type",0,0,2,2,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-K","type",0,0,2,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-K","type",0,15,63,13,18,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-K","type",0,1,12,4,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-K","type",0,59,67,11,8,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-K","type",0,15,108,59,41,24,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-K","type",0,1,19,6,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-K","type",0,9,92,21,40,26,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-K","type",195,23,125,75,194,13,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-K","type",0,2,3,1,5,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-K","type",0,6,21,16,8,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-K","type",0,2,4,4,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-K","type",0,0,1,0,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-K","type",0,0,5,0,2,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-K","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AA-L","type",45,215,42,96,56,21,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AE-L","type",94,180,22,28,11,6,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AH-L","type",27,258,119,410,515,571,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AO-L","type",22,112,27,22,43,43,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AW-L","type",0,5,0,1,3,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AY-L","type",2,42,7,3,25,15,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EH-L","type",59,291,51,71,205,123,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ER-L","type",3,27,14,57,29,1,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","EY-L","type",4,29,11,33,28,48,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IH-L","type",29,307,50,91,108,99,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IY-L","type",3,61,29,54,81,13,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OW-L","type",33,198,34,42,160,19,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","OY-L","type",1,4,0,3,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UH-L","type",0,49,1,2,6,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UW-L","type",1,49,24,18,32,12,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AX-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","AXR-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","IX-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","UX-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","B-L","type",162,5,26,52,25,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","CH-L","type",0,0,4,2,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","D-L","type",0,0,33,52,35,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","DH-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","F-L","type",99,9,25,28,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","G-L","type",65,5,31,30,13,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","HH-L","type",1,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","JH-L","type",0,0,0,2,1,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","K-L","type",152,7,92,83,38,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","L-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","M-L","type",0,1,6,15,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","N-L","type",0,17,21,21,16,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","NG-L","type",0,1,3,1,20,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","P-L","type",88,24,70,65,18,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","R-L","type",0,17,75,13,9,2,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","S-L","type",51,7,16,40,41,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","SH-L","type",7,2,1,2,8,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","T-L","type",1,9,33,61,41,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","TH-L","type",0,1,4,2,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","V-L","type",0,0,5,15,4,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","W-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Y-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Z-L","type",1,1,13,12,9,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","ZH-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"biphone","Q-L","type",0,0,0,0,0,0,NA,NA,NA,NA,NA
