"corpus","sequence_length","n_sequences","ngram","biphone","method","freq"
"CMU",2,1000,"biphone","Y-P","type",0
"CMU",2,1000,"biphone","Z-P","type",0
"CMU",2,1000,"biphone","ZH-P","type",0
"CMU",2,1000,"biphone","Q-P","type",0
"CMU",2,1000,"biphone","AA-R","type",6
"CMU",2,1000,"biphone","AE-R","type",0
"CMU",2,1000,"biphone","AH-R","type",0
"CMU",2,1000,"biphone","AO-R","type",6
"CMU",2,1000,"biphone","AW-R","type",2
"CMU",2,1000,"biphone","AY-R","type",2
"CMU",2,1000,"biphone","EH-R","type",7
"CMU",2,1000,"biphone","ER-R","type",0
"CMU",2,1000,"biphone","EY-R","type",1
"CMU",2,1000,"biphone","IH-R","type",1
"CMU",2,1000,"biphone","IY-R","type",1
"CMU",2,1000,"biphone","OW-R","type",0
"CMU",2,1000,"biphone","OY-R","type",0
"CMU",2,1000,"biphone","UH-R","type",1
"CMU",2,1000,"biphone","UW-R","type",0
"CMU",2,1000,"biphone","AX-R","type",0
"CMU",2,1000,"biphone","AXR-R","type",0
"CMU",2,1000,"biphone","IX-R","type",0
"CMU",2,1000,"biphone","UX-R","type",0
"CMU",2,1000,"biphone","B-R","type",0
"CMU",2,1000,"biphone","CH-R","type",0
"CMU",2,1000,"biphone","D-R","type",0
"CMU",2,1000,"biphone","DH-R","type",0
"CMU",2,1000,"biphone","F-R","type",0
"CMU",2,1000,"biphone","G-R","type",0
"CMU",2,1000,"biphone","HH-R","type",0
"CMU",2,1000,"biphone","JH-R","type",0
"CMU",2,1000,"biphone","K-R","type",0
"CMU",2,1000,"biphone","L-R","type",0
"CMU",2,1000,"biphone","M-R","type",0
"CMU",2,1000,"biphone","N-R","type",0
"CMU",2,1000,"biphone","NG-R","type",0
"CMU",2,1000,"biphone","P-R","type",0
"CMU",2,1000,"biphone","R-R","type",0
"CMU",2,1000,"biphone","S-R","type",0
"CMU",2,1000,"biphone","SH-R","type",0
"CMU",2,1000,"biphone","T-R","type",0
"CMU",2,1000,"biphone","TH-R","type",0
"CMU",2,1000,"biphone","V-R","type",0
"CMU",2,1000,"biphone","W-R","type",0
"CMU",2,1000,"biphone","Y-R","type",0
"CMU",2,1000,"biphone","Z-R","type",0
"CMU",2,1000,"biphone","ZH-R","type",0
"CMU",2,1000,"biphone","Q-R","type",0
"CMU",2,1000,"biphone","AA-S","type",2
"CMU",2,1000,"biphone","AE-S","type",1
"CMU",2,1000,"biphone","AH-S","type",1
"CMU",2,1000,"biphone","AO-S","type",1
"CMU",2,1000,"biphone","AW-S","type",0
"CMU",2,1000,"biphone","AY-S","type",1
"CMU",2,1000,"biphone","EH-S","type",6
"CMU",2,1000,"biphone","ER-S","type",0
"CMU",2,1000,"biphone","EY-S","type",1
"CMU",2,1000,"biphone","IH-S","type",0
"CMU",2,1000,"biphone","IY-S","type",0
"CMU",2,1000,"biphone","OW-S","type",0
"CMU",2,1000,"biphone","OY-S","type",0
"CMU",2,1000,"biphone","UH-S","type",0
"CMU",2,1000,"biphone","UW-S","type",0
"CMU",2,1000,"biphone","AX-S","type",0
"CMU",2,1000,"biphone","AXR-S","type",0
"CMU",2,1000,"biphone","IX-S","type",0
"CMU",2,1000,"biphone","UX-S","type",0
"CMU",2,1000,"biphone","B-S","type",0
"CMU",2,1000,"biphone","CH-S","type",0
"CMU",2,1000,"biphone","D-S","type",0
"CMU",2,1000,"biphone","DH-S","type",0
"CMU",2,1000,"biphone","F-S","type",0
"CMU",2,1000,"biphone","G-S","type",0
"CMU",2,1000,"biphone","HH-S","type",0
"CMU",2,1000,"biphone","JH-S","type",0
"CMU",2,1000,"biphone","K-S","type",0
"CMU",2,1000,"biphone","L-S","type",0
"CMU",2,1000,"biphone","M-S","type",0
"CMU",2,1000,"biphone","N-S","type",0
"CMU",2,1000,"biphone","NG-S","type",0
"CMU",2,1000,"biphone","P-S","type",0
"CMU",2,1000,"biphone","R-S","type",0
"CMU",2,1000,"biphone","S-S","type",0
"CMU",2,1000,"biphone","SH-S","type",0
"CMU",2,1000,"biphone","T-S","type",0
"CMU",2,1000,"biphone","TH-S","type",0
"CMU",2,1000,"biphone","V-S","type",0
"CMU",2,1000,"biphone","W-S","type",0
"CMU",2,1000,"biphone","Y-S","type",0
"CMU",2,1000,"biphone","Z-S","type",0
"CMU",2,1000,"biphone","ZH-S","type",0
"CMU",2,1000,"biphone","Q-S","type",0
"CMU",2,1000,"biphone","AA-SH","type",1
"CMU",2,1000,"biphone","AE-SH","type",4
"CMU",2,1000,"biphone","AH-SH","type",0
"CMU",2,1000,"biphone","AO-SH","type",0
"CMU",2,1000,"biphone","AW-SH","type",0
"CMU",2,1000,"biphone","AY-SH","type",0
"CMU",2,1000,"biphone","EH-SH","type",3
"CMU",2,1000,"biphone","ER-SH","type",0
"CMU",2,1000,"biphone","EY-SH","type",0
"CMU",2,1000,"biphone","IH-SH","type",2
"CMU",2,1000,"biphone","IY-SH","type",1
"CMU",2,1000,"biphone","OW-SH","type",1
"CMU",2,1000,"biphone","OY-SH","type",0
"CMU",2,1000,"biphone","UH-SH","type",0
"CMU",2,1000,"biphone","UW-SH","type",0
"CMU",2,1000,"biphone","AX-SH","type",0
"CMU",2,1000,"biphone","AXR-SH","type",0
"CMU",2,1000,"biphone","IX-SH","type",0
"CMU",2,1000,"biphone","UX-SH","type",0
"CMU",2,1000,"biphone","B-SH","type",0
"CMU",2,1000,"biphone","CH-SH","type",0
"CMU",2,1000,"biphone","D-SH","type",0
"CMU",2,1000,"biphone","DH-SH","type",0
"CMU",2,1000,"biphone","F-SH","type",0
"CMU",2,1000,"biphone","G-SH","type",0
"CMU",2,1000,"biphone","HH-SH","type",0
"CMU",2,1000,"biphone","JH-SH","type",0
"CMU",2,1000,"biphone","K-SH","type",0
"CMU",2,1000,"biphone","L-SH","type",0
"CMU",2,1000,"biphone","M-SH","type",0
"CMU",2,1000,"biphone","N-SH","type",0
"CMU",2,1000,"biphone","NG-SH","type",0
"CMU",2,1000,"biphone","P-SH","type",0
"CMU",2,1000,"biphone","R-SH","type",0
"CMU",2,1000,"biphone","S-SH","type",0
"CMU",2,1000,"biphone","SH-SH","type",0
"CMU",2,1000,"biphone","T-SH","type",0
"CMU",2,1000,"biphone","TH-SH","type",0
"CMU",2,1000,"biphone","V-SH","type",0
"CMU",2,1000,"biphone","W-SH","type",0
"CMU",2,1000,"biphone","Y-SH","type",0
"CMU",2,1000,"biphone","Z-SH","type",0
"CMU",2,1000,"biphone","ZH-SH","type",0
"CMU",2,1000,"biphone","Q-SH","type",0
"CMU",2,1000,"biphone","AA-T","type",2
"CMU",2,1000,"biphone","AE-T","type",1
"CMU",2,1000,"biphone","AH-T","type",1
"CMU",2,1000,"biphone","AO-T","type",3
"CMU",2,1000,"biphone","AW-T","type",1
"CMU",2,1000,"biphone","AY-T","type",0
"CMU",2,1000,"biphone","EH-T","type",1
"CMU",2,1000,"biphone","ER-T","type",1
"CMU",2,1000,"biphone","EY-T","type",3
"CMU",2,1000,"biphone","IH-T","type",2
"CMU",2,1000,"biphone","IY-T","type",1
"CMU",2,1000,"biphone","OW-T","type",1
"CMU",2,1000,"biphone","OY-T","type",0
"CMU",2,1000,"biphone","UH-T","type",0
"CMU",2,1000,"biphone","UW-T","type",0
"CMU",2,1000,"biphone","AX-T","type",0
"CMU",2,1000,"biphone","AXR-T","type",0
"CMU",2,1000,"biphone","IX-T","type",0
"CMU",2,1000,"biphone","UX-T","type",0
"CMU",2,1000,"biphone","B-T","type",0
"CMU",2,1000,"biphone","CH-T","type",0
"CMU",2,1000,"biphone","D-T","type",0
"CMU",2,1000,"biphone","DH-T","type",0
"CMU",2,1000,"biphone","F-T","type",0
"CMU",2,1000,"biphone","G-T","type",0
"CMU",2,1000,"biphone","HH-T","type",0
"CMU",2,1000,"biphone","JH-T","type",0
"CMU",2,1000,"biphone","K-T","type",0
"CMU",2,1000,"biphone","L-T","type",0
"CMU",2,1000,"biphone","M-T","type",0
"CMU",2,1000,"biphone","N-T","type",0
"CMU",2,1000,"biphone","NG-T","type",0
"CMU",2,1000,"biphone","P-T","type",0
"CMU",2,1000,"biphone","R-T","type",0
"CMU",2,1000,"biphone","S-T","type",0
"CMU",2,1000,"biphone","SH-T","type",0
"CMU",2,1000,"biphone","T-T","type",0
"CMU",2,1000,"biphone","TH-T","type",0
"CMU",2,1000,"biphone","V-T","type",0
"CMU",2,1000,"biphone","W-T","type",0
"CMU",2,1000,"biphone","Y-T","type",0
"CMU",2,1000,"biphone","Z-T","type",0
"CMU",2,1000,"biphone","ZH-T","type",0
"CMU",2,1000,"biphone","Q-T","type",0
"CMU",2,1000,"biphone","AA-TH","type",0
"CMU",2,1000,"biphone","AE-TH","type",0
"CMU",2,1000,"biphone","AH-TH","type",1
"CMU",2,1000,"biphone","AO-TH","type",1
"CMU",2,1000,"biphone","AW-TH","type",0
"CMU",2,1000,"biphone","AY-TH","type",0
"CMU",2,1000,"biphone","EH-TH","type",0
"CMU",2,1000,"biphone","ER-TH","type",1
"CMU",2,1000,"biphone","EY-TH","type",1
"CMU",2,1000,"biphone","IH-TH","type",0
"CMU",2,1000,"biphone","IY-TH","type",0
"CMU",2,1000,"biphone","OW-TH","type",1
"CMU",2,1000,"biphone","OY-TH","type",0
"CMU",2,1000,"biphone","UH-TH","type",0
"CMU",2,1000,"biphone","UW-TH","type",0
"CMU",2,1000,"biphone","AX-TH","type",0
"CMU",2,1000,"biphone","AXR-TH","type",0
"CMU",2,1000,"biphone","IX-TH","type",0
"CMU",2,1000,"biphone","UX-TH","type",0
"CMU",2,1000,"biphone","B-TH","type",0
"CMU",2,1000,"biphone","CH-TH","type",0
"CMU",2,1000,"biphone","D-TH","type",0
"CMU",2,1000,"biphone","DH-TH","type",0
"CMU",2,1000,"biphone","F-TH","type",0
"CMU",2,1000,"biphone","G-TH","type",0
"CMU",2,1000,"biphone","HH-TH","type",0
"CMU",2,1000,"biphone","JH-TH","type",0
"CMU",2,1000,"biphone","K-TH","type",0
"CMU",2,1000,"biphone","L-TH","type",0
"CMU",2,1000,"biphone","M-TH","type",0
"CMU",2,1000,"biphone","N-TH","type",0
"CMU",2,1000,"biphone","NG-TH","type",0
"CMU",2,1000,"biphone","P-TH","type",0
"CMU",2,1000,"biphone","R-TH","type",0
"CMU",2,1000,"biphone","S-TH","type",0
"CMU",2,1000,"biphone","SH-TH","type",0
"CMU",2,1000,"biphone","T-TH","type",0
"CMU",2,1000,"biphone","TH-TH","type",0
"CMU",2,1000,"biphone","V-TH","type",0
"CMU",2,1000,"biphone","W-TH","type",0
"CMU",2,1000,"biphone","Y-TH","type",0
"CMU",2,1000,"biphone","Z-TH","type",0
"CMU",2,1000,"biphone","ZH-TH","type",0
"CMU",2,1000,"biphone","Q-TH","type",0
"CMU",2,1000,"biphone","AA-V","type",0
"CMU",2,1000,"biphone","AE-V","type",0
"CMU",2,1000,"biphone","AH-V","type",2
"CMU",2,1000,"biphone","AO-V","type",0
"CMU",2,1000,"biphone","AW-V","type",0
"CMU",2,1000,"biphone","AY-V","type",1
"CMU",2,1000,"biphone","EH-V","type",1
"CMU",2,1000,"biphone","ER-V","type",3
"CMU",2,1000,"biphone","EY-V","type",0
"CMU",2,1000,"biphone","IH-V","type",0
"CMU",2,1000,"biphone","IY-V","type",3
"CMU",2,1000,"biphone","OW-V","type",0
"CMU",2,1000,"biphone","OY-V","type",0
"CMU",2,1000,"biphone","UH-V","type",0
"CMU",2,1000,"biphone","UW-V","type",0
"CMU",2,1000,"biphone","AX-V","type",0
"CMU",2,1000,"biphone","AXR-V","type",0
"CMU",2,1000,"biphone","IX-V","type",0
"CMU",2,1000,"biphone","UX-V","type",0
"CMU",2,1000,"biphone","B-V","type",0
"CMU",2,1000,"biphone","CH-V","type",0
"CMU",2,1000,"biphone","D-V","type",0
"CMU",2,1000,"biphone","DH-V","type",0
"CMU",2,1000,"biphone","F-V","type",0
"CMU",2,1000,"biphone","G-V","type",0
"CMU",2,1000,"biphone","HH-V","type",0
"CMU",2,1000,"biphone","JH-V","type",0
"CMU",2,1000,"biphone","K-V","type",0
"CMU",2,1000,"biphone","L-V","type",0
"CMU",2,1000,"biphone","M-V","type",0
"CMU",2,1000,"biphone","N-V","type",0
"CMU",2,1000,"biphone","NG-V","type",0
"CMU",2,1000,"biphone","P-V","type",0
"CMU",2,1000,"biphone","R-V","type",0
"CMU",2,1000,"biphone","S-V","type",0
"CMU",2,1000,"biphone","SH-V","type",0
"CMU",2,1000,"biphone","T-V","type",0
"CMU",2,1000,"biphone","TH-V","type",0
"CMU",2,1000,"biphone","V-V","type",0
"CMU",2,1000,"biphone","W-V","type",0
"CMU",2,1000,"biphone","Y-V","type",0
"CMU",2,1000,"biphone","Z-V","type",0
"CMU",2,1000,"biphone","ZH-V","type",0
"CMU",2,1000,"biphone","Q-V","type",0
"CMU",2,1000,"biphone","AA-W","type",0
"CMU",2,1000,"biphone","AE-W","type",0
"CMU",2,1000,"biphone","AH-W","type",0
"CMU",2,1000,"biphone","AO-W","type",0
"CMU",2,1000,"biphone","AW-W","type",0
"CMU",2,1000,"biphone","AY-W","type",0
"CMU",2,1000,"biphone","EH-W","type",0
"CMU",2,1000,"biphone","ER-W","type",0
"CMU",2,1000,"biphone","EY-W","type",0
"CMU",2,1000,"biphone","IH-W","type",0
"CMU",2,1000,"biphone","IY-W","type",0
"CMU",2,1000,"biphone","OW-W","type",0
"CMU",2,1000,"biphone","OY-W","type",0
"CMU",2,1000,"biphone","UH-W","type",0
"CMU",2,1000,"biphone","UW-W","type",0
"CMU",2,1000,"biphone","AX-W","type",0
"CMU",2,1000,"biphone","AXR-W","type",0
"CMU",2,1000,"biphone","IX-W","type",0
"CMU",2,1000,"biphone","UX-W","type",0
"CMU",2,1000,"biphone","B-W","type",0
"CMU",2,1000,"biphone","CH-W","type",0
"CMU",2,1000,"biphone","D-W","type",0
"CMU",2,1000,"biphone","DH-W","type",0
"CMU",2,1000,"biphone","F-W","type",0
"CMU",2,1000,"biphone","G-W","type",0
"CMU",2,1000,"biphone","HH-W","type",0
"CMU",2,1000,"biphone","JH-W","type",0
"CMU",2,1000,"biphone","K-W","type",0
"CMU",2,1000,"biphone","L-W","type",0
"CMU",2,1000,"biphone","M-W","type",0
"CMU",2,1000,"biphone","N-W","type",0
"CMU",2,1000,"biphone","NG-W","type",0
"CMU",2,1000,"biphone","P-W","type",0
"CMU",2,1000,"biphone","R-W","type",0
"CMU",2,1000,"biphone","S-W","type",0
"CMU",2,1000,"biphone","SH-W","type",0
"CMU",2,1000,"biphone","T-W","type",0
"CMU",2,1000,"biphone","TH-W","type",0
"CMU",2,1000,"biphone","V-W","type",0
"CMU",2,1000,"biphone","W-W","type",0
"CMU",2,1000,"biphone","Y-W","type",0
"CMU",2,1000,"biphone","Z-W","type",0
"CMU",2,1000,"biphone","ZH-W","type",0
"CMU",2,1000,"biphone","Q-W","type",0
"CMU",2,1000,"biphone","AA-Y","type",0
"CMU",2,1000,"biphone","AE-Y","type",0
"CMU",2,1000,"biphone","AH-Y","type",0
"CMU",2,1000,"biphone","AO-Y","type",0
"CMU",2,1000,"biphone","AW-Y","type",0
"CMU",2,1000,"biphone","AY-Y","type",0
"CMU",2,1000,"biphone","EH-Y","type",0
"CMU",2,1000,"biphone","ER-Y","type",0
"CMU",2,1000,"biphone","EY-Y","type",0
"CMU",2,1000,"biphone","IH-Y","type",0
"CMU",2,1000,"biphone","IY-Y","type",0
"CMU",2,1000,"biphone","OW-Y","type",0
"CMU",2,1000,"biphone","OY-Y","type",0
"CMU",2,1000,"biphone","UH-Y","type",0
"CMU",2,1000,"biphone","UW-Y","type",0
"CMU",2,1000,"biphone","AX-Y","type",0
"CMU",2,1000,"biphone","AXR-Y","type",0
"CMU",2,1000,"biphone","IX-Y","type",0
"CMU",2,1000,"biphone","UX-Y","type",0
"CMU",2,1000,"biphone","B-Y","type",0
"CMU",2,1000,"biphone","CH-Y","type",0
"CMU",2,1000,"biphone","D-Y","type",0
"CMU",2,1000,"biphone","DH-Y","type",0
"CMU",2,1000,"biphone","F-Y","type",0
"CMU",2,1000,"biphone","G-Y","type",0
"CMU",2,1000,"biphone","HH-Y","type",0
"CMU",2,1000,"biphone","JH-Y","type",0
"CMU",2,1000,"biphone","K-Y","type",0
"CMU",2,1000,"biphone","L-Y","type",0
"CMU",2,1000,"biphone","M-Y","type",0
"CMU",2,1000,"biphone","N-Y","type",0
"CMU",2,1000,"biphone","NG-Y","type",0
"CMU",2,1000,"biphone","P-Y","type",0
"CMU",2,1000,"biphone","R-Y","type",0
"CMU",2,1000,"biphone","S-Y","type",0
"CMU",2,1000,"biphone","SH-Y","type",0
"CMU",2,1000,"biphone","T-Y","type",0
"CMU",2,1000,"biphone","TH-Y","type",0
"CMU",2,1000,"biphone","V-Y","type",0
"CMU",2,1000,"biphone","W-Y","type",0
"CMU",2,1000,"biphone","Y-Y","type",0
"CMU",2,1000,"biphone","Z-Y","type",0
"CMU",2,1000,"biphone","ZH-Y","type",0
"CMU",2,1000,"biphone","Q-Y","type",0
"CMU",2,1000,"biphone","AA-Z","type",2
"CMU",2,1000,"biphone","AE-Z","type",1
"CMU",2,1000,"biphone","AH-Z","type",0
"CMU",2,1000,"biphone","AO-Z","type",0
"CMU",2,1000,"biphone","AW-Z","type",1
"CMU",2,1000,"biphone","AY-Z","type",10
"CMU",2,1000,"biphone","EH-Z","type",1
"CMU",2,1000,"biphone","ER-Z","type",1
"CMU",2,1000,"biphone","EY-Z","type",3
"CMU",2,1000,"biphone","IH-Z","type",2
"CMU",2,1000,"biphone","IY-Z","type",4
"CMU",2,1000,"biphone","OW-Z","type",10
"CMU",2,1000,"biphone","OY-Z","type",0
"CMU",2,1000,"biphone","UH-Z","type",0
"CMU",2,1000,"biphone","UW-Z","type",3
"CMU",2,1000,"biphone","AX-Z","type",0
"CMU",2,1000,"biphone","AXR-Z","type",0
"CMU",2,1000,"biphone","IX-Z","type",0
"CMU",2,1000,"biphone","UX-Z","type",0
"CMU",2,1000,"biphone","B-Z","type",0
"CMU",2,1000,"biphone","CH-Z","type",0
"CMU",2,1000,"biphone","D-Z","type",0
"CMU",2,1000,"biphone","DH-Z","type",0
"CMU",2,1000,"biphone","F-Z","type",0
"CMU",2,1000,"biphone","G-Z","type",0
"CMU",2,1000,"biphone","HH-Z","type",0
"CMU",2,1000,"biphone","JH-Z","type",0
"CMU",2,1000,"biphone","K-Z","type",0
"CMU",2,1000,"biphone","L-Z","type",0
"CMU",2,1000,"biphone","M-Z","type",0
"CMU",2,1000,"biphone","N-Z","type",0
"CMU",2,1000,"biphone","NG-Z","type",0
"CMU",2,1000,"biphone","P-Z","type",0
"CMU",2,1000,"biphone","R-Z","type",0
"CMU",2,1000,"biphone","S-Z","type",0
"CMU",2,1000,"biphone","SH-Z","type",0
"CMU",2,1000,"biphone","T-Z","type",0
"CMU",2,1000,"biphone","TH-Z","type",0
"CMU",2,1000,"biphone","V-Z","type",0
"CMU",2,1000,"biphone","W-Z","type",0
"CMU",2,1000,"biphone","Y-Z","type",0
"CMU",2,1000,"biphone","Z-Z","type",0
"CMU",2,1000,"biphone","ZH-Z","type",0
"CMU",2,1000,"biphone","Q-Z","type",0
"CMU",2,1000,"biphone","AA-ZH","type",0
"CMU",2,1000,"biphone","AE-ZH","type",0
"CMU",2,1000,"biphone","AH-ZH","type",0
"CMU",2,1000,"biphone","AO-ZH","type",0
"CMU",2,1000,"biphone","AW-ZH","type",0
"CMU",2,1000,"biphone","AY-ZH","type",0
"CMU",2,1000,"biphone","EH-ZH","type",0
"CMU",2,1000,"biphone","ER-ZH","type",0
"CMU",2,1000,"biphone","EY-ZH","type",0
"CMU",2,1000,"biphone","IH-ZH","type",0
"CMU",2,1000,"biphone","IY-ZH","type",0
"CMU",2,1000,"biphone","OW-ZH","type",0
"CMU",2,1000,"biphone","OY-ZH","type",0
"CMU",2,1000,"biphone","UH-ZH","type",0
"CMU",2,1000,"biphone","UW-ZH","type",0
"CMU",2,1000,"biphone","AX-ZH","type",0
"CMU",2,1000,"biphone","AXR-ZH","type",0
"CMU",2,1000,"biphone","IX-ZH","type",0
"CMU",2,1000,"biphone","UX-ZH","type",0
"CMU",2,1000,"biphone","B-ZH","type",0
"CMU",2,1000,"biphone","CH-ZH","type",0
"CMU",2,1000,"biphone","D-ZH","type",0
"CMU",2,1000,"biphone","DH-ZH","type",0
"CMU",2,1000,"biphone","F-ZH","type",0
"CMU",2,1000,"biphone","G-ZH","type",0
"CMU",2,1000,"biphone","HH-ZH","type",0
"CMU",2,1000,"biphone","JH-ZH","type",0
"CMU",2,1000,"biphone","K-ZH","type",0
"CMU",2,1000,"biphone","L-ZH","type",0
"CMU",2,1000,"biphone","M-ZH","type",0
"CMU",2,1000,"biphone","N-ZH","type",0
"CMU",2,1000,"biphone","NG-ZH","type",0
"CMU",2,1000,"biphone","P-ZH","type",0
"CMU",2,1000,"biphone","R-ZH","type",0
"CMU",2,1000,"biphone","S-ZH","type",0
"CMU",2,1000,"biphone","SH-ZH","type",0
"CMU",2,1000,"biphone","T-ZH","type",0
"CMU",2,1000,"biphone","TH-ZH","type",0
"CMU",2,1000,"biphone","V-ZH","type",0
"CMU",2,1000,"biphone","W-ZH","type",0
"CMU",2,1000,"biphone","Y-ZH","type",0
"CMU",2,1000,"biphone","Z-ZH","type",0
"CMU",2,1000,"biphone","ZH-ZH","type",0
"CMU",2,1000,"biphone","Q-ZH","type",0
"CMU",2,1000,"biphone","AA-Q","type",0
"CMU",2,1000,"biphone","AE-Q","type",0
"CMU",2,1000,"biphone","AH-Q","type",0
"CMU",2,1000,"biphone","AO-Q","type",0
"CMU",2,1000,"biphone","AW-Q","type",0
"CMU",2,1000,"biphone","AY-Q","type",0
"CMU",2,1000,"biphone","EH-Q","type",0
"CMU",2,1000,"biphone","ER-Q","type",0
"CMU",2,1000,"biphone","EY-Q","type",0
"CMU",2,1000,"biphone","IH-Q","type",0
"CMU",2,1000,"biphone","IY-Q","type",0
"CMU",2,1000,"biphone","OW-Q","type",0
"CMU",2,1000,"biphone","OY-Q","type",0
"CMU",2,1000,"biphone","UH-Q","type",0
"CMU",2,1000,"biphone","UW-Q","type",0
"CMU",2,1000,"biphone","AX-Q","type",0
"CMU",2,1000,"biphone","AXR-Q","type",0
"CMU",2,1000,"biphone","IX-Q","type",0
"CMU",2,1000,"biphone","UX-Q","type",0
"CMU",2,1000,"biphone","B-Q","type",0
"CMU",2,1000,"biphone","CH-Q","type",0
"CMU",2,1000,"biphone","D-Q","type",0
"CMU",2,1000,"biphone","DH-Q","type",0
"CMU",2,1000,"biphone","F-Q","type",0
"CMU",2,1000,"biphone","G-Q","type",0
"CMU",2,1000,"biphone","HH-Q","type",0
"CMU",2,1000,"biphone","JH-Q","type",0
"CMU",2,1000,"biphone","K-Q","type",0
"CMU",2,1000,"biphone","L-Q","type",0
"CMU",2,1000,"biphone","M-Q","type",0
"CMU",2,1000,"biphone","N-Q","type",0
"CMU",2,1000,"biphone","NG-Q","type",0
"CMU",2,1000,"biphone","P-Q","type",0
"CMU",2,1000,"biphone","R-Q","type",0
"CMU",2,1000,"biphone","S-Q","type",0
"CMU",2,1000,"biphone","SH-Q","type",0
"CMU",2,1000,"biphone","T-Q","type",0
"CMU",2,1000,"biphone","TH-Q","type",0
"CMU",2,1000,"biphone","V-Q","type",0
"CMU",2,1000,"biphone","W-Q","type",0
"CMU",2,1000,"biphone","Y-Q","type",0
"CMU",2,1000,"biphone","Z-Q","type",0
"CMU",2,1000,"biphone","ZH-Q","type",0
"CMU",2,1000,"biphone","Q-Q","type",0
"CMU",3,6841,"biphone","AA-AA","type",0
"CMU",3,6841,"biphone","AE-AA","type",0
"CMU",3,6841,"biphone","AH-AA","type",0
"CMU",3,6841,"biphone","AO-AA","type",0
"CMU",3,6841,"biphone","AW-AA","type",0
"CMU",3,6841,"biphone","AY-AA","type",2
"CMU",3,6841,"biphone","EH-AA","type",0
"CMU",3,6841,"biphone","ER-AA","type",1
"CMU",3,6841,"biphone","EY-AA","type",1
"CMU",3,6841,"biphone","IH-AA","type",0
"CMU",3,6841,"biphone","IY-AA","type",2
"CMU",3,6841,"biphone","OW-AA","type",1
"CMU",3,6841,"biphone","OY-AA","type",0
"CMU",3,6841,"biphone","UH-AA","type",0
"CMU",3,6841,"biphone","UW-AA","type",1
"CMU",3,6841,"biphone","AX-AA","type",0
"CMU",3,6841,"biphone","AXR-AA","type",0
"CMU",3,6841,"biphone","IX-AA","type",0
"CMU",3,6841,"biphone","UX-AA","type",0
"CMU",3,6841,"biphone","B-AA","type",44
"CMU",3,6841,"biphone","CH-AA","type",10
"CMU",3,6841,"biphone","D-AA","type",30
"CMU",3,6841,"biphone","DH-AA","type",1
"CMU",3,6841,"biphone","F-AA","type",17
"CMU",3,6841,"biphone","G-AA","type",22
"CMU",3,6841,"biphone","HH-AA","type",47
"CMU",3,6841,"biphone","JH-AA","type",14
"CMU",3,6841,"biphone","K-AA","type",55
"CMU",3,6841,"biphone","L-AA","type",33
"CMU",3,6841,"biphone","M-AA","type",34
"CMU",3,6841,"biphone","N-AA","type",27
"CMU",3,6841,"biphone","NG-AA","type",0
"CMU",3,6841,"biphone","P-AA","type",29
"CMU",3,6841,"biphone","R-AA","type",41
"CMU",3,6841,"biphone","S-AA","type",22
"CMU",3,6841,"biphone","SH-AA","type",33
"CMU",3,6841,"biphone","T-AA","type",19
"CMU",3,6841,"biphone","TH-AA","type",3
"CMU",3,6841,"biphone","V-AA","type",10
"CMU",3,6841,"biphone","W-AA","type",32
"CMU",3,6841,"biphone","Y-AA","type",9
"CMU",3,6841,"biphone","Z-AA","type",9
"CMU",3,6841,"biphone","ZH-AA","type",2
"CMU",3,6841,"biphone","Q-AA","type",0
"CMU",3,6841,"biphone","AA-AE","type",0
"CMU",3,6841,"biphone","AE-AE","type",0
"CMU",3,6841,"biphone","AH-AE","type",0
"CMU",3,6841,"biphone","AO-AE","type",0
"CMU",3,6841,"biphone","AW-AE","type",0
"CMU",3,6841,"biphone","AY-AE","type",1
"CMU",3,6841,"biphone","EH-AE","type",0
"CMU",3,6841,"biphone","ER-AE","type",0
"CMU",3,6841,"biphone","EY-AE","type",0
"CMU",3,6841,"biphone","IH-AE","type",0
"CMU",3,6841,"biphone","IY-AE","type",0
"CMU",3,6841,"biphone","OW-AE","type",0
"CMU",3,6841,"biphone","OY-AE","type",0
"CMU",3,6841,"biphone","UH-AE","type",0
"CMU",3,6841,"biphone","UW-AE","type",0
"CMU",3,6841,"biphone","AX-AE","type",0
"CMU",3,6841,"biphone","AXR-AE","type",0
"CMU",3,6841,"biphone","IX-AE","type",0
"CMU",3,6841,"biphone","UX-AE","type",0
"CMU",3,6841,"biphone","B-AE","type",31
"CMU",3,6841,"biphone","CH-AE","type",14
"CMU",3,6841,"biphone","D-AE","type",23
"CMU",3,6841,"biphone","DH-AE","type",2
"CMU",3,6841,"biphone","F-AE","type",16
"CMU",3,6841,"biphone","G-AE","type",26
"CMU",3,6841,"biphone","HH-AE","type",37
"CMU",3,6841,"biphone","JH-AE","type",17
"CMU",3,6841,"biphone","K-AE","type",39
"CMU",3,6841,"biphone","L-AE","type",34
"CMU",3,6841,"biphone","M-AE","type",32
"CMU",3,6841,"biphone","N-AE","type",26
"CMU",3,6841,"biphone","NG-AE","type",0
"CMU",3,6841,"biphone","P-AE","type",19
"CMU",3,6841,"biphone","R-AE","type",35
"CMU",3,6841,"biphone","S-AE","type",20
"CMU",3,6841,"biphone","SH-AE","type",19
"CMU",3,6841,"biphone","T-AE","type",29
"CMU",3,6841,"biphone","TH-AE","type",7
"CMU",3,6841,"biphone","V-AE","type",8
"CMU",3,6841,"biphone","W-AE","type",8
