"corpus","sequence_length","n_sequences","ngram","biphone","method","freq"
"CMU",6,27205,"biphone","T-AY","type",147
"CMU",6,27205,"biphone","TH-AY","type",7
"CMU",6,27205,"biphone","V-AY","type",44
"CMU",6,27205,"biphone","W-AY","type",202
"CMU",6,27205,"biphone","Y-AY","type",1
"CMU",6,27205,"biphone","Z-AY","type",36
"CMU",6,27205,"biphone","ZH-AY","type",2
"CMU",6,27205,"biphone","Q-AY","type",0
"CMU",6,27205,"biphone","AA-EH","type",3
"CMU",6,27205,"biphone","AE-EH","type",0
"CMU",6,27205,"biphone","AH-EH","type",0
"CMU",6,27205,"biphone","AO-EH","type",2
"CMU",6,27205,"biphone","AW-EH","type",1
"CMU",6,27205,"biphone","AY-EH","type",10
"CMU",6,27205,"biphone","EH-EH","type",0
"CMU",6,27205,"biphone","ER-EH","type",43
"CMU",6,27205,"biphone","EY-EH","type",7
"CMU",6,27205,"biphone","IH-EH","type",0
"CMU",6,27205,"biphone","IY-EH","type",72
"CMU",6,27205,"biphone","OW-EH","type",2
"CMU",6,27205,"biphone","OY-EH","type",1
"CMU",6,27205,"biphone","UH-EH","type",0
"CMU",6,27205,"biphone","UW-EH","type",20
"CMU",6,27205,"biphone","AX-EH","type",0
"CMU",6,27205,"biphone","AXR-EH","type",0
"CMU",6,27205,"biphone","IX-EH","type",0
"CMU",6,27205,"biphone","UX-EH","type",0
"CMU",6,27205,"biphone","B-EH","type",360
"CMU",6,27205,"biphone","CH-EH","type",101
"CMU",6,27205,"biphone","D-EH","type",303
"CMU",6,27205,"biphone","DH-EH","type",1
"CMU",6,27205,"biphone","F-EH","type",167
"CMU",6,27205,"biphone","G-EH","type",70
"CMU",6,27205,"biphone","HH-EH","type",269
"CMU",6,27205,"biphone","JH-EH","type",132
"CMU",6,27205,"biphone","K-EH","type",202
"CMU",6,27205,"biphone","L-EH","type",377
"CMU",6,27205,"biphone","M-EH","type",330
"CMU",6,27205,"biphone","N-EH","type",237
"CMU",6,27205,"biphone","NG-EH","type",0
"CMU",6,27205,"biphone","P-EH","type",229
"CMU",6,27205,"biphone","R-EH","type",586
"CMU",6,27205,"biphone","S-EH","type",326
"CMU",6,27205,"biphone","SH-EH","type",78
"CMU",6,27205,"biphone","T-EH","type",336
"CMU",6,27205,"biphone","TH-EH","type",8
"CMU",6,27205,"biphone","V-EH","type",136
"CMU",6,27205,"biphone","W-EH","type",302
"CMU",6,27205,"biphone","Y-EH","type",40
"CMU",6,27205,"biphone","Z-EH","type",53
"CMU",6,27205,"biphone","ZH-EH","type",5
"CMU",6,27205,"biphone","Q-EH","type",0
"CMU",6,27205,"biphone","AA-ER","type",3
"CMU",6,27205,"biphone","AE-ER","type",0
"CMU",6,27205,"biphone","AH-ER","type",2
"CMU",6,27205,"biphone","AO-ER","type",0
"CMU",6,27205,"biphone","AW-ER","type",53
"CMU",6,27205,"biphone","AY-ER","type",102
"CMU",6,27205,"biphone","EH-ER","type",0
"CMU",6,27205,"biphone","ER-ER","type",28
"CMU",6,27205,"biphone","EY-ER","type",15
"CMU",6,27205,"biphone","IH-ER","type",0
"CMU",6,27205,"biphone","IY-ER","type",137
"CMU",6,27205,"biphone","OW-ER","type",21
"CMU",6,27205,"biphone","OY-ER","type",11
"CMU",6,27205,"biphone","UH-ER","type",0
"CMU",6,27205,"biphone","UW-ER","type",16
"CMU",6,27205,"biphone","AX-ER","type",0
"CMU",6,27205,"biphone","AXR-ER","type",0
"CMU",6,27205,"biphone","IX-ER","type",0
"CMU",6,27205,"biphone","UX-ER","type",0
"CMU",6,27205,"biphone","B-ER","type",568
"CMU",6,27205,"biphone","CH-ER","type",110
"CMU",6,27205,"biphone","D-ER","type",280
"CMU",6,27205,"biphone","DH-ER","type",50
"CMU",6,27205,"biphone","F-ER","type",258
"CMU",6,27205,"biphone","G-ER","type",178
"CMU",6,27205,"biphone","HH-ER","type",100
"CMU",6,27205,"biphone","JH-ER","type",93
"CMU",6,27205,"biphone","K-ER","type",411
"CMU",6,27205,"biphone","L-ER","type",550
"CMU",6,27205,"biphone","M-ER","type",250
"CMU",6,27205,"biphone","N-ER","type",353
"CMU",6,27205,"biphone","NG-ER","type",143
"CMU",6,27205,"biphone","P-ER","type",265
"CMU",6,27205,"biphone","R-ER","type",11
"CMU",6,27205,"biphone","S-ER","type",211
"CMU",6,27205,"biphone","SH-ER","type",39
"CMU",6,27205,"biphone","T-ER","type",607
"CMU",6,27205,"biphone","TH-ER","type",53
"CMU",6,27205,"biphone","V-ER","type",331
"CMU",6,27205,"biphone","W-ER","type",173
"CMU",6,27205,"biphone","Y-ER","type",70
"CMU",6,27205,"biphone","Z-ER","type",118
"CMU",6,27205,"biphone","ZH-ER","type",13
"CMU",6,27205,"biphone","Q-ER","type",0
"CMU",6,27205,"biphone","AA-EY","type",0
"CMU",6,27205,"biphone","AE-EY","type",0
"CMU",6,27205,"biphone","AH-EY","type",0
"CMU",6,27205,"biphone","AO-EY","type",0
"CMU",6,27205,"biphone","AW-EY","type",0
"CMU",6,27205,"biphone","AY-EY","type",2
"CMU",6,27205,"biphone","EH-EY","type",0
"CMU",6,27205,"biphone","ER-EY","type",42
"CMU",6,27205,"biphone","EY-EY","type",1
"CMU",6,27205,"biphone","IH-EY","type",0
"CMU",6,27205,"biphone","IY-EY","type",35
"CMU",6,27205,"biphone","OW-EY","type",2
"CMU",6,27205,"biphone","OY-EY","type",0
"CMU",6,27205,"biphone","UH-EY","type",0
"CMU",6,27205,"biphone","UW-EY","type",4
"CMU",6,27205,"biphone","AX-EY","type",0
"CMU",6,27205,"biphone","AXR-EY","type",0
"CMU",6,27205,"biphone","IX-EY","type",0
"CMU",6,27205,"biphone","UX-EY","type",0
"CMU",6,27205,"biphone","B-EY","type",85
"CMU",6,27205,"biphone","CH-EY","type",15
"CMU",6,27205,"biphone","D-EY","type",132
"CMU",6,27205,"biphone","DH-EY","type",0
"CMU",6,27205,"biphone","F-EY","type",52
"CMU",6,27205,"biphone","G-EY","type",63
"CMU",6,27205,"biphone","HH-EY","type",51
"CMU",6,27205,"biphone","JH-EY","type",17
"CMU",6,27205,"biphone","K-EY","type",131
"CMU",6,27205,"biphone","L-EY","type",242
"CMU",6,27205,"biphone","M-EY","type",141
"CMU",6,27205,"biphone","N-EY","type",96
"CMU",6,27205,"biphone","NG-EY","type",1
"CMU",6,27205,"biphone","P-EY","type",72
"CMU",6,27205,"biphone","R-EY","type",363
"CMU",6,27205,"biphone","S-EY","type",99
"CMU",6,27205,"biphone","SH-EY","type",26
"CMU",6,27205,"biphone","T-EY","type",177
"CMU",6,27205,"biphone","TH-EY","type",3
"CMU",6,27205,"biphone","V-EY","type",55
"CMU",6,27205,"biphone","W-EY","type",170
"CMU",6,27205,"biphone","Y-EY","type",7
"CMU",6,27205,"biphone","Z-EY","type",10
"CMU",6,27205,"biphone","ZH-EY","type",1
"CMU",6,27205,"biphone","Q-EY","type",0
"CMU",6,27205,"biphone","AA-IH","type",3
"CMU",6,27205,"biphone","AE-IH","type",0
"CMU",6,27205,"biphone","AH-IH","type",0
"CMU",6,27205,"biphone","AO-IH","type",4
"CMU",6,27205,"biphone","AW-IH","type",8
"CMU",6,27205,"biphone","AY-IH","type",16
"CMU",6,27205,"biphone","EH-IH","type",0
"CMU",6,27205,"biphone","ER-IH","type",209
"CMU",6,27205,"biphone","EY-IH","type",20
"CMU",6,27205,"biphone","IH-IH","type",0
"CMU",6,27205,"biphone","IY-IH","type",58
"CMU",6,27205,"biphone","OW-IH","type",25
"CMU",6,27205,"biphone","OY-IH","type",4
"CMU",6,27205,"biphone","UH-IH","type",0
"CMU",6,27205,"biphone","UW-IH","type",41
"CMU",6,27205,"biphone","AX-IH","type",0
"CMU",6,27205,"biphone","AXR-IH","type",0
"CMU",6,27205,"biphone","IX-IH","type",0
"CMU",6,27205,"biphone","UX-IH","type",0
"CMU",6,27205,"biphone","B-IH","type",345
"CMU",6,27205,"biphone","CH-IH","type",161
"CMU",6,27205,"biphone","D-IH","type",768
"CMU",6,27205,"biphone","DH-IH","type",6
"CMU",6,27205,"biphone","F-IH","type",272
"CMU",6,27205,"biphone","G-IH","type",188
"CMU",6,27205,"biphone","HH-IH","type",144
"CMU",6,27205,"biphone","JH-IH","type",165
"CMU",6,27205,"biphone","K-IH","type",468
"CMU",6,27205,"biphone","L-IH","type",1085
"CMU",6,27205,"biphone","M-IH","type",491
"CMU",6,27205,"biphone","N-IH","type",539
"CMU",6,27205,"biphone","NG-IH","type",9
"CMU",6,27205,"biphone","P-IH","type",334
"CMU",6,27205,"biphone","R-IH","type",999
"CMU",6,27205,"biphone","S-IH","type",582
"CMU",6,27205,"biphone","SH-IH","type",149
"CMU",6,27205,"biphone","T-IH","type",683
"CMU",6,27205,"biphone","TH-IH","type",50
"CMU",6,27205,"biphone","V-IH","type",293
"CMU",6,27205,"biphone","W-IH","type",541
"CMU",6,27205,"biphone","Y-IH","type",21
"CMU",6,27205,"biphone","Z-IH","type",168
"CMU",6,27205,"biphone","ZH-IH","type",12
"CMU",6,27205,"biphone","Q-IH","type",0
"CMU",6,27205,"biphone","AA-IY","type",6
"CMU",6,27205,"biphone","AE-IY","type",0
"CMU",6,27205,"biphone","AH-IY","type",2
"CMU",6,27205,"biphone","AO-IY","type",0
"CMU",6,27205,"biphone","AW-IY","type",2
"CMU",6,27205,"biphone","AY-IY","type",4
"CMU",6,27205,"biphone","EH-IY","type",0
"CMU",6,27205,"biphone","ER-IY","type",170
"CMU",6,27205,"biphone","EY-IY","type",1
"CMU",6,27205,"biphone","IH-IY","type",0
"CMU",6,27205,"biphone","IY-IY","type",6
"CMU",6,27205,"biphone","OW-IY","type",2
"CMU",6,27205,"biphone","OY-IY","type",2
"CMU",6,27205,"biphone","UH-IY","type",0
"CMU",6,27205,"biphone","UW-IY","type",17
"CMU",6,27205,"biphone","AX-IY","type",0
"CMU",6,27205,"biphone","AXR-IY","type",0
"CMU",6,27205,"biphone","IX-IY","type",0
"CMU",6,27205,"biphone","UX-IY","type",0
"CMU",6,27205,"biphone","B-IY","type",247
"CMU",6,27205,"biphone","CH-IY","type",120
"CMU",6,27205,"biphone","D-IY","type",351
"CMU",6,27205,"biphone","DH-IY","type",9
"CMU",6,27205,"biphone","F-IY","type",131
"CMU",6,27205,"biphone","G-IY","type",44
"CMU",6,27205,"biphone","HH-IY","type",50
"CMU",6,27205,"biphone","JH-IY","type",88
"CMU",6,27205,"biphone","K-IY","type",316
"CMU",6,27205,"biphone","L-IY","type",1061
"CMU",6,27205,"biphone","M-IY","type",217
"CMU",6,27205,"biphone","N-IY","type",543
"CMU",6,27205,"biphone","NG-IY","type",2
"CMU",6,27205,"biphone","P-IY","type",192
"CMU",6,27205,"biphone","R-IY","type",1037
"CMU",6,27205,"biphone","S-IY","type",462
"CMU",6,27205,"biphone","SH-IY","type",58
"CMU",6,27205,"biphone","T-IY","type",450
"CMU",6,27205,"biphone","TH-IY","type",41
"CMU",6,27205,"biphone","V-IY","type",168
"CMU",6,27205,"biphone","W-IY","type",136
"CMU",6,27205,"biphone","Y-IY","type",13
"CMU",6,27205,"biphone","Z-IY","type",116
"CMU",6,27205,"biphone","ZH-IY","type",6
"CMU",6,27205,"biphone","Q-IY","type",0
"CMU",6,27205,"biphone","AA-OW","type",2
"CMU",6,27205,"biphone","AE-OW","type",0
"CMU",6,27205,"biphone","AH-OW","type",0
"CMU",6,27205,"biphone","AO-OW","type",0
"CMU",6,27205,"biphone","AW-OW","type",1
"CMU",6,27205,"biphone","AY-OW","type",15
"CMU",6,27205,"biphone","EH-OW","type",0
"CMU",6,27205,"biphone","ER-OW","type",39
"CMU",6,27205,"biphone","EY-OW","type",10
"CMU",6,27205,"biphone","IH-OW","type",0
"CMU",6,27205,"biphone","IY-OW","type",139
"CMU",6,27205,"biphone","OW-OW","type",0
"CMU",6,27205,"biphone","OY-OW","type",2
"CMU",6,27205,"biphone","UH-OW","type",0
"CMU",6,27205,"biphone","UW-OW","type",4
"CMU",6,27205,"biphone","AX-OW","type",0
"CMU",6,27205,"biphone","AXR-OW","type",0
"CMU",6,27205,"biphone","IX-OW","type",0
"CMU",6,27205,"biphone","UX-OW","type",0
"CMU",6,27205,"biphone","B-OW","type",177
"CMU",6,27205,"biphone","CH-OW","type",12
"CMU",6,27205,"biphone","D-OW","type",145
"CMU",6,27205,"biphone","DH-OW","type",0
"CMU",6,27205,"biphone","F-OW","type",62
"CMU",6,27205,"biphone","G-OW","type",116
"CMU",6,27205,"biphone","HH-OW","type",150
"CMU",6,27205,"biphone","JH-OW","type",30
"CMU",6,27205,"biphone","K-OW","type",460
"CMU",6,27205,"biphone","L-OW","type",368
"CMU",6,27205,"biphone","M-OW","type",163
"CMU",6,27205,"biphone","N-OW","type",347
"CMU",6,27205,"biphone","NG-OW","type",1
"CMU",6,27205,"biphone","P-OW","type",137
"CMU",6,27205,"biphone","R-OW","type",623
"CMU",6,27205,"biphone","S-OW","type",132
"CMU",6,27205,"biphone","SH-OW","type",42
"CMU",6,27205,"biphone","T-OW","type",265
"CMU",6,27205,"biphone","TH-OW","type",9
"CMU",6,27205,"biphone","V-OW","type",65
"CMU",6,27205,"biphone","W-OW","type",22
"CMU",6,27205,"biphone","Y-OW","type",39
"CMU",6,27205,"biphone","Z-OW","type",43
"CMU",6,27205,"biphone","ZH-OW","type",1
"CMU",6,27205,"biphone","Q-OW","type",0
"CMU",6,27205,"biphone","AA-OY","type",1
"CMU",6,27205,"biphone","AE-OY","type",0
"CMU",6,27205,"biphone","AH-OY","type",0
"CMU",6,27205,"biphone","AO-OY","type",0
"CMU",6,27205,"biphone","AW-OY","type",0
"CMU",6,27205,"biphone","AY-OY","type",0
"CMU",6,27205,"biphone","EH-OY","type",0
"CMU",6,27205,"biphone","ER-OY","type",5
"CMU",6,27205,"biphone","EY-OY","type",0
"CMU",6,27205,"biphone","IH-OY","type",0
"CMU",6,27205,"biphone","IY-OY","type",1
"CMU",6,27205,"biphone","OW-OY","type",0
"CMU",6,27205,"biphone","OY-OY","type",0
"CMU",6,27205,"biphone","UH-OY","type",0
"CMU",6,27205,"biphone","UW-OY","type",0
"CMU",6,27205,"biphone","AX-OY","type",0
"CMU",6,27205,"biphone","AXR-OY","type",0
"CMU",6,27205,"biphone","IX-OY","type",0
"CMU",6,27205,"biphone","UX-OY","type",0
"CMU",6,27205,"biphone","B-OY","type",23
"CMU",6,27205,"biphone","CH-OY","type",3
"CMU",6,27205,"biphone","D-OY","type",2
"CMU",6,27205,"biphone","DH-OY","type",0
"CMU",6,27205,"biphone","F-OY","type",7
"CMU",6,27205,"biphone","G-OY","type",3
"CMU",6,27205,"biphone","HH-OY","type",16
"CMU",6,27205,"biphone","JH-OY","type",18
"CMU",6,27205,"biphone","K-OY","type",8
"CMU",6,27205,"biphone","L-OY","type",26
"CMU",6,27205,"biphone","M-OY","type",6
"CMU",6,27205,"biphone","N-OY","type",12
"CMU",6,27205,"biphone","NG-OY","type",0
"CMU",6,27205,"biphone","P-OY","type",19
"CMU",6,27205,"biphone","R-OY","type",34
"CMU",6,27205,"biphone","S-OY","type",6
"CMU",6,27205,"biphone","SH-OY","type",7
"CMU",6,27205,"biphone","T-OY","type",11
"CMU",6,27205,"biphone","TH-OY","type",0
"CMU",6,27205,"biphone","V-OY","type",14
"CMU",6,27205,"biphone","W-OY","type",6
"CMU",6,27205,"biphone","Y-OY","type",0
"CMU",6,27205,"biphone","Z-OY","type",1
"CMU",6,27205,"biphone","ZH-OY","type",0
"CMU",6,27205,"biphone","Q-OY","type",0
"CMU",6,27205,"biphone","AA-UH","type",0
"CMU",6,27205,"biphone","AE-UH","type",0
"CMU",6,27205,"biphone","AH-UH","type",0
"CMU",6,27205,"biphone","AO-UH","type",0
"CMU",6,27205,"biphone","AW-UH","type",0
"CMU",6,27205,"biphone","AY-UH","type",0
"CMU",6,27205,"biphone","EH-UH","type",0
"CMU",6,27205,"biphone","ER-UH","type",0
"CMU",6,27205,"biphone","EY-UH","type",0
"CMU",6,27205,"biphone","IH-UH","type",0
"CMU",6,27205,"biphone","IY-UH","type",0
"CMU",6,27205,"biphone","OW-UH","type",1
"CMU",6,27205,"biphone","OY-UH","type",0
"CMU",6,27205,"biphone","UH-UH","type",0
"CMU",6,27205,"biphone","UW-UH","type",0
"CMU",6,27205,"biphone","AX-UH","type",0
"CMU",6,27205,"biphone","AXR-UH","type",0
"CMU",6,27205,"biphone","IX-UH","type",0
"CMU",6,27205,"biphone","UX-UH","type",0
"CMU",6,27205,"biphone","B-UH","type",78
"CMU",6,27205,"biphone","CH-UH","type",4
"CMU",6,27205,"biphone","D-UH","type",17
"CMU",6,27205,"biphone","DH-UH","type",0
"CMU",6,27205,"biphone","F-UH","type",45
"CMU",6,27205,"biphone","G-UH","type",47
"CMU",6,27205,"biphone","HH-UH","type",17
"CMU",6,27205,"biphone","JH-UH","type",4
"CMU",6,27205,"biphone","K-UH","type",36
"CMU",6,27205,"biphone","L-UH","type",18
"CMU",6,27205,"biphone","M-UH","type",25
"CMU",6,27205,"biphone","N-UH","type",11
"CMU",6,27205,"biphone","NG-UH","type",0
"CMU",6,27205,"biphone","P-UH","type",20
"CMU",6,27205,"biphone","R-UH","type",16
"CMU",6,27205,"biphone","S-UH","type",2
"CMU",6,27205,"biphone","SH-UH","type",17
"CMU",6,27205,"biphone","T-UH","type",18
"CMU",6,27205,"biphone","TH-UH","type",0
"CMU",6,27205,"biphone","V-UH","type",4
"CMU",6,27205,"biphone","W-UH","type",127
"CMU",6,27205,"biphone","Y-UH","type",34
"CMU",6,27205,"biphone","Z-UH","type",4
"CMU",6,27205,"biphone","ZH-UH","type",2
"CMU",6,27205,"biphone","Q-UH","type",0
"CMU",6,27205,"biphone","AA-UW","type",2
"CMU",6,27205,"biphone","AE-UW","type",0
"CMU",6,27205,"biphone","AH-UW","type",0
"CMU",6,27205,"biphone","AO-UW","type",0
"CMU",6,27205,"biphone","AW-UW","type",1
"CMU",6,27205,"biphone","AY-UW","type",1
"CMU",6,27205,"biphone","EH-UW","type",0
"CMU",6,27205,"biphone","ER-UW","type",15
"CMU",6,27205,"biphone","EY-UW","type",0
"CMU",6,27205,"biphone","IH-UW","type",0
"CMU",6,27205,"biphone","IY-UW","type",10
"CMU",6,27205,"biphone","OW-UW","type",0
"CMU",6,27205,"biphone","OY-UW","type",1
"CMU",6,27205,"biphone","UH-UW","type",0
"CMU",6,27205,"biphone","UW-UW","type",0
"CMU",6,27205,"biphone","AX-UW","type",0
"CMU",6,27205,"biphone","AXR-UW","type",0
"CMU",6,27205,"biphone","IX-UW","type",0
"CMU",6,27205,"biphone","UX-UW","type",0
"CMU",6,27205,"biphone","B-UW","type",65
"CMU",6,27205,"biphone","CH-UW","type",19
"CMU",6,27205,"biphone","D-UW","type",80
"CMU",6,27205,"biphone","DH-UW","type",0
"CMU",6,27205,"biphone","F-UW","type",26
"CMU",6,27205,"biphone","G-UW","type",35
"CMU",6,27205,"biphone","HH-UW","type",26
"CMU",6,27205,"biphone","JH-UW","type",46
"CMU",6,27205,"biphone","K-UW","type",96
"CMU",6,27205,"biphone","L-UW","type",185
"CMU",6,27205,"biphone","M-UW","type",43
"CMU",6,27205,"biphone","N-UW","type",108
"CMU",6,27205,"biphone","NG-UW","type",0
"CMU",6,27205,"biphone","P-UW","type",35
"CMU",6,27205,"biphone","R-UW","type",270
"CMU",6,27205,"biphone","S-UW","type",90
"CMU",6,27205,"biphone","SH-UW","type",37
"CMU",6,27205,"biphone","T-UW","type",101
"CMU",6,27205,"biphone","TH-UW","type",2
"CMU",6,27205,"biphone","V-UW","type",1
"CMU",6,27205,"biphone","W-UW","type",6
"CMU",6,27205,"biphone","Y-UW","type",399
"CMU",6,27205,"biphone","Z-UW","type",26
"CMU",6,27205,"biphone","ZH-UW","type",3
"CMU",6,27205,"biphone","Q-UW","type",0
"CMU",6,27205,"biphone","AA-AX","type",0
"CMU",6,27205,"biphone","AE-AX","type",0
"CMU",6,27205,"biphone","AH-AX","type",0
"CMU",6,27205,"biphone","AO-AX","type",0
"CMU",6,27205,"biphone","AW-AX","type",0
"CMU",6,27205,"biphone","AY-AX","type",0
"CMU",6,27205,"biphone","EH-AX","type",0
"CMU",6,27205,"biphone","ER-AX","type",0
"CMU",6,27205,"biphone","EY-AX","type",0
"CMU",6,27205,"biphone","IH-AX","type",0
"CMU",6,27205,"biphone","IY-AX","type",0
"CMU",6,27205,"biphone","OW-AX","type",0
"CMU",6,27205,"biphone","OY-AX","type",0
"CMU",6,27205,"biphone","UH-AX","type",0
"CMU",6,27205,"biphone","UW-AX","type",0
"CMU",6,27205,"biphone","AX-AX","type",0
"CMU",6,27205,"biphone","AXR-AX","type",0
"CMU",6,27205,"biphone","IX-AX","type",0
"CMU",6,27205,"biphone","UX-AX","type",0
"CMU",6,27205,"biphone","B-AX","type",0
"CMU",6,27205,"biphone","CH-AX","type",0
"CMU",6,27205,"biphone","D-AX","type",0
"CMU",6,27205,"biphone","DH-AX","type",0
"CMU",6,27205,"biphone","F-AX","type",0
"CMU",6,27205,"biphone","G-AX","type",0
"CMU",6,27205,"biphone","HH-AX","type",0
"CMU",6,27205,"biphone","JH-AX","type",0
"CMU",6,27205,"biphone","K-AX","type",0
"CMU",6,27205,"biphone","L-AX","type",0
"CMU",6,27205,"biphone","M-AX","type",0
"CMU",6,27205,"biphone","N-AX","type",0
"CMU",6,27205,"biphone","NG-AX","type",0
"CMU",6,27205,"biphone","P-AX","type",0
"CMU",6,27205,"biphone","R-AX","type",0
"CMU",6,27205,"biphone","S-AX","type",0
"CMU",6,27205,"biphone","SH-AX","type",0
"CMU",6,27205,"biphone","T-AX","type",0
"CMU",6,27205,"biphone","TH-AX","type",0
"CMU",6,27205,"biphone","V-AX","type",0
"CMU",6,27205,"biphone","W-AX","type",0
"CMU",6,27205,"biphone","Y-AX","type",0
"CMU",6,27205,"biphone","Z-AX","type",0
"CMU",6,27205,"biphone","ZH-AX","type",0
"CMU",6,27205,"biphone","Q-AX","type",0
"CMU",6,27205,"biphone","AA-AXR","type",0
"CMU",6,27205,"biphone","AE-AXR","type",0
"CMU",6,27205,"biphone","AH-AXR","type",0
"CMU",6,27205,"biphone","AO-AXR","type",0
"CMU",6,27205,"biphone","AW-AXR","type",0
"CMU",6,27205,"biphone","AY-AXR","type",0
"CMU",6,27205,"biphone","EH-AXR","type",0
"CMU",6,27205,"biphone","ER-AXR","type",0
"CMU",6,27205,"biphone","EY-AXR","type",0
"CMU",6,27205,"biphone","IH-AXR","type",0
"CMU",6,27205,"biphone","IY-AXR","type",0
"CMU",6,27205,"biphone","OW-AXR","type",0
"CMU",6,27205,"biphone","OY-AXR","type",0
"CMU",6,27205,"biphone","UH-AXR","type",0
"CMU",6,27205,"biphone","UW-AXR","type",0
"CMU",6,27205,"biphone","AX-AXR","type",0
"CMU",6,27205,"biphone","AXR-AXR","type",0
"CMU",6,27205,"biphone","IX-AXR","type",0
"CMU",6,27205,"biphone","UX-AXR","type",0
"CMU",6,27205,"biphone","B-AXR","type",0
"CMU",6,27205,"biphone","CH-AXR","type",0
"CMU",6,27205,"biphone","D-AXR","type",0
"CMU",6,27205,"biphone","DH-AXR","type",0
"CMU",6,27205,"biphone","F-AXR","type",0
"CMU",6,27205,"biphone","G-AXR","type",0
"CMU",6,27205,"biphone","HH-AXR","type",0
"CMU",6,27205,"biphone","JH-AXR","type",0
"CMU",6,27205,"biphone","K-AXR","type",0
"CMU",6,27205,"biphone","L-AXR","type",0
"CMU",6,27205,"biphone","M-AXR","type",0
"CMU",6,27205,"biphone","N-AXR","type",0
"CMU",6,27205,"biphone","NG-AXR","type",0
"CMU",6,27205,"biphone","P-AXR","type",0
"CMU",6,27205,"biphone","R-AXR","type",0
"CMU",6,27205,"biphone","S-AXR","type",0
"CMU",6,27205,"biphone","SH-AXR","type",0
"CMU",6,27205,"biphone","T-AXR","type",0
"CMU",6,27205,"biphone","TH-AXR","type",0
"CMU",6,27205,"biphone","V-AXR","type",0
"CMU",6,27205,"biphone","W-AXR","type",0
"CMU",6,27205,"biphone","Y-AXR","type",0
"CMU",6,27205,"biphone","Z-AXR","type",0
"CMU",6,27205,"biphone","ZH-AXR","type",0
"CMU",6,27205,"biphone","Q-AXR","type",0
"CMU",6,27205,"biphone","AA-IX","type",0
"CMU",6,27205,"biphone","AE-IX","type",0
"CMU",6,27205,"biphone","AH-IX","type",0
"CMU",6,27205,"biphone","AO-IX","type",0
"CMU",6,27205,"biphone","AW-IX","type",0
"CMU",6,27205,"biphone","AY-IX","type",0
"CMU",6,27205,"biphone","EH-IX","type",0
"CMU",6,27205,"biphone","ER-IX","type",0
"CMU",6,27205,"biphone","EY-IX","type",0
"CMU",6,27205,"biphone","IH-IX","type",0
"CMU",6,27205,"biphone","IY-IX","type",0
"CMU",6,27205,"biphone","OW-IX","type",0
"CMU",6,27205,"biphone","OY-IX","type",0
"CMU",6,27205,"biphone","UH-IX","type",0
"CMU",6,27205,"biphone","UW-IX","type",0
"CMU",6,27205,"biphone","AX-IX","type",0
"CMU",6,27205,"biphone","AXR-IX","type",0
"CMU",6,27205,"biphone","IX-IX","type",0
"CMU",6,27205,"biphone","UX-IX","type",0
"CMU",6,27205,"biphone","B-IX","type",0
"CMU",6,27205,"biphone","CH-IX","type",0
"CMU",6,27205,"biphone","D-IX","type",0
"CMU",6,27205,"biphone","DH-IX","type",0
"CMU",6,27205,"biphone","F-IX","type",0
"CMU",6,27205,"biphone","G-IX","type",0
"CMU",6,27205,"biphone","HH-IX","type",0
"CMU",6,27205,"biphone","JH-IX","type",0
"CMU",6,27205,"biphone","K-IX","type",0
"CMU",6,27205,"biphone","L-IX","type",0
"CMU",6,27205,"biphone","M-IX","type",0
"CMU",6,27205,"biphone","N-IX","type",0
"CMU",6,27205,"biphone","NG-IX","type",0
"CMU",6,27205,"biphone","P-IX","type",0
"CMU",6,27205,"biphone","R-IX","type",0
"CMU",6,27205,"biphone","S-IX","type",0
"CMU",6,27205,"biphone","SH-IX","type",0
"CMU",6,27205,"biphone","T-IX","type",0
"CMU",6,27205,"biphone","TH-IX","type",0
"CMU",6,27205,"biphone","V-IX","type",0
"CMU",6,27205,"biphone","W-IX","type",0
"CMU",6,27205,"biphone","Y-IX","type",0
"CMU",6,27205,"biphone","Z-IX","type",0
"CMU",6,27205,"biphone","ZH-IX","type",0
"CMU",6,27205,"biphone","Q-IX","type",0
"CMU",6,27205,"biphone","AA-UX","type",0
"CMU",6,27205,"biphone","AE-UX","type",0
"CMU",6,27205,"biphone","AH-UX","type",0
"CMU",6,27205,"biphone","AO-UX","type",0
"CMU",6,27205,"biphone","AW-UX","type",0
"CMU",6,27205,"biphone","AY-UX","type",0
"CMU",6,27205,"biphone","EH-UX","type",0
"CMU",6,27205,"biphone","ER-UX","type",0
"CMU",6,27205,"biphone","EY-UX","type",0
"CMU",6,27205,"biphone","IH-UX","type",0
"CMU",6,27205,"biphone","IY-UX","type",0
"CMU",6,27205,"biphone","OW-UX","type",0
"CMU",6,27205,"biphone","OY-UX","type",0
"CMU",6,27205,"biphone","UH-UX","type",0
"CMU",6,27205,"biphone","UW-UX","type",0
"CMU",6,27205,"biphone","AX-UX","type",0
"CMU",6,27205,"biphone","AXR-UX","type",0
"CMU",6,27205,"biphone","IX-UX","type",0
"CMU",6,27205,"biphone","UX-UX","type",0
"CMU",6,27205,"biphone","B-UX","type",0
"CMU",6,27205,"biphone","CH-UX","type",0
"CMU",6,27205,"biphone","D-UX","type",0
"CMU",6,27205,"biphone","DH-UX","type",0
"CMU",6,27205,"biphone","F-UX","type",0
"CMU",6,27205,"biphone","G-UX","type",0
"CMU",6,27205,"biphone","HH-UX","type",0
