"corpus","sequence_length","n_sequences","ngram","phoneme","method","pos1","pos2","pos3","pos4","pos5","pos6","pos7","pos8","pos9","pos10","pos11","pos12"
"CMU",6,27205,"phoneme","N","type",612,651,2655,1276,2426,3756,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","NG","type",0,71,439,125,341,1268,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","P","type",1510,319,644,521,234,153,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","R","type",1498,2251,2667,1197,1037,416,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","S","type",2613,213,1767,1710,556,1967,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","SH","type",508,22,264,252,85,124,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","T","type",1016,665,1492,2071,1316,1743,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","TH","type",122,36,194,83,23,144,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","V","type",439,202,587,388,200,114,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","W","type",962,396,170,554,112,0,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","Y","type",225,226,69,235,104,3,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","Z","type",180,39,445,420,193,4100,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","ZH","type",22,1,16,42,9,5,NA,NA,NA,NA,NA,NA
"CMU",6,27205,"phoneme","Q","type",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AA","type",314,2043,534,721,791,409,58,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AE","type",498,1680,639,342,320,339,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AH","type",550,1864,779,2208,1946,3430,1142,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AO","type",136,872,236,212,328,299,22,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AW","type",72,142,57,57,66,142,19,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AY","type",67,565,200,226,310,523,53,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","EH","type",504,1775,614,586,754,590,3,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","ER","type",36,645,247,978,587,861,1209,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","EY","type",48,362,217,344,356,406,92,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","IH","type",599,2057,868,1365,972,2747,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","IY","type",79,812,359,736,778,917,1668,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","OW","type",220,664,262,369,502,353,919,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","OY","type",2,50,12,15,50,24,14,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","UH","type",0,187,46,36,78,111,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","UW","type",10,476,254,220,268,146,72,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AX","type",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","AXR","type",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","IX","type",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","UX","type",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","B","type",1589,139,517,694,605,127,27,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","CH","type",163,8,149,141,173,77,69,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","D","type",1196,163,734,966,620,681,1623,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","DH","type",5,0,35,15,8,18,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","F","type",880,77,352,451,278,112,167,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","G","type",801,94,451,457,248,174,150,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","HH","type",1115,9,118,258,258,14,3,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","JH","type",290,26,150,145,162,121,96,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","K","type",2000,438,1330,1010,675,925,805,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","L","type",809,950,1933,889,1427,1593,976,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","M","type",1651,282,1069,621,956,312,343,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","N","type",444,779,2198,1193,1557,2013,2668,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","NG","type",0,39,312,130,105,222,1046,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","P","type",1244,323,547,599,245,120,133,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","R","type",1139,1919,2114,862,1180,915,296,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","S","type",2154,194,1284,1442,1343,561,1791,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","SH","type",240,24,133,174,290,38,60,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","T","type",753,623,1134,1401,1665,1168,1579,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","TH","type",80,29,114,84,46,41,142,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","V","type",432,173,501,281,295,138,139,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","W","type",571,319,115,281,360,52,0,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","Y","type",173,152,48,180,91,103,2,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","Z","type",122,38,324,289,255,161,3604,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","ZH","type",8,2,8,16,46,11,4,NA,NA,NA,NA,NA
"CMU",7,20994,"phoneme","Q","type",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AA","type",254,1425,372,589,373,542,264,46,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AE","type",441,1157,447,370,301,274,225,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AH","type",464,1505,659,1898,1492,1438,2543,650,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AO","type",91,532,116,230,156,275,117,8,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AW","type",30,99,29,29,65,55,61,3,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AY","type",61,435,127,81,187,291,359,19,NA,NA,NA,NA
"CMU",8,15211,"phoneme","EH","type",369,1276,385,596,482,553,273,3,NA,NA,NA,NA
"CMU",8,15211,"phoneme","ER","type",24,399,182,669,516,247,748,727,NA,NA,NA,NA
"CMU",8,15211,"phoneme","EY","type",26,217,133,130,454,281,278,41,NA,NA,NA,NA
"CMU",8,15211,"phoneme","IH","type",636,1612,437,1263,813,687,2198,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","IY","type",59,582,271,413,515,728,591,1549,NA,NA,NA,NA
"CMU",8,15211,"phoneme","OW","type",150,492,200,276,290,320,215,524,NA,NA,NA,NA
"CMU",8,15211,"phoneme","OY","type",0,24,5,4,18,16,11,2,NA,NA,NA,NA
"CMU",8,15211,"phoneme","UH","type",0,114,37,15,33,59,62,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","UW","type",3,347,187,95,201,158,111,47,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AX","type",0,0,0,0,0,0,0,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","AXR","type",0,0,0,0,0,0,0,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","IX","type",0,0,0,0,0,0,0,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","UX","type",0,0,0,0,0,0,0,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","B","type",928,114,382,338,451,443,45,15,NA,NA,NA,NA
"CMU",8,15211,"phoneme","CH","type",109,7,118,103,89,91,51,52,NA,NA,NA,NA
"CMU",8,15211,"phoneme","D","type",964,116,539,750,350,493,414,1205,NA,NA,NA,NA
"CMU",8,15211,"phoneme","DH","type",5,1,29,10,0,12,17,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","F","type",646,51,282,224,392,172,87,81,NA,NA,NA,NA
"CMU",8,15211,"phoneme","G","type",484,85,362,274,248,167,133,140,NA,NA,NA,NA
"CMU",8,15211,"phoneme","HH","type",675,2,84,121,205,104,8,1,NA,NA,NA,NA
"CMU",8,15211,"phoneme","JH","type",190,20,169,113,72,147,75,58,NA,NA,NA,NA
"CMU",8,15211,"phoneme","K","type",1470,344,1039,653,625,497,900,489,NA,NA,NA,NA
"CMU",8,15211,"phoneme","L","type",496,631,1303,599,1051,810,1010,632,NA,NA,NA,NA
"CMU",8,15211,"phoneme","M","type",1316,233,792,542,471,494,206,283,NA,NA,NA,NA
"CMU",8,15211,"phoneme","N","type",369,770,1545,845,1440,1024,1456,1858,NA,NA,NA,NA
"CMU",8,15211,"phoneme","NG","type",0,50,165,63,191,87,103,879,NA,NA,NA,NA
"CMU",8,15211,"phoneme","P","type",1023,193,472,421,314,128,108,72,NA,NA,NA,NA
"CMU",8,15211,"phoneme","R","type",827,1316,1438,744,790,723,620,178,NA,NA,NA,NA
"CMU",8,15211,"phoneme","S","type",1513,187,1086,872,910,1351,403,1533,NA,NA,NA,NA
"CMU",8,15211,"phoneme","SH","type",126,5,93,94,191,305,37,37,NA,NA,NA,NA
"CMU",8,15211,"phoneme","T","type",498,394,916,1021,779,1503,1113,1107,NA,NA,NA,NA
"CMU",8,15211,"phoneme","TH","type",35,15,74,53,36,30,29,61,NA,NA,NA,NA
"CMU",8,15211,"phoneme","V","type",325,142,329,259,195,244,94,141,NA,NA,NA,NA
"CMU",8,15211,"phoneme","W","type",358,174,74,135,235,123,35,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","Y","type",160,120,53,161,114,88,53,0,NA,NA,NA,NA
"CMU",8,15211,"phoneme","Z","type",81,24,267,151,138,223,146,2767,NA,NA,NA,NA
"CMU",8,15211,"phoneme","ZH","type",5,1,13,7,28,28,12,3,NA,NA,NA,NA
"CMU",8,15211,"phoneme","Q","type",0,0,0,0,0,0,0,0,NA,NA,NA,NA
"CMU",9,9239,"phoneme","AA","type",135,777,193,248,322,222,242,81,14,NA,NA,NA
"CMU",9,9239,"phoneme","AE","type",286,639,298,205,230,172,148,77,0,NA,NA,NA
"CMU",9,9239,"phoneme","AH","type",377,973,419,1331,1010,993,1111,1725,271,NA,NA,NA
"CMU",9,9239,"phoneme","AO","type",63,282,99,80,202,107,153,35,4,NA,NA,NA
"CMU",9,9239,"phoneme","AW","type",16,62,19,8,22,39,14,26,0,NA,NA,NA
"CMU",9,9239,"phoneme","AY","type",21,213,63,56,25,186,176,164,14,NA,NA,NA
"CMU",9,9239,"phoneme","EH","type",213,849,238,334,460,260,263,94,0,NA,NA,NA
"CMU",9,9239,"phoneme","ER","type",8,200,93,415,294,122,171,425,420,NA,NA,NA
"CMU",9,9239,"phoneme","EY","type",9,99,78,67,123,481,188,144,20,NA,NA,NA
"CMU",9,9239,"phoneme","IH","type",581,968,280,621,687,608,393,1520,0,NA,NA,NA
"CMU",9,9239,"phoneme","IY","type",24,324,177,205,194,291,421,383,1037,NA,NA,NA
"CMU",9,9239,"phoneme","OW","type",63,263,127,119,173,150,111,108,252,NA,NA,NA
"CMU",9,9239,"phoneme","OY","type",0,6,3,1,13,20,7,1,1,NA,NA,NA
"CMU",9,9239,"phoneme","UH","type",0,41,32,8,20,14,22,11,0,NA,NA,NA
"CMU",9,9239,"phoneme","UW","type",2,218,125,80,96,127,94,54,17,NA,NA,NA
"CMU",9,9239,"phoneme","AX","type",0,0,0,0,0,0,0,0,0,NA,NA,NA
"CMU",9,9239,"phoneme","AXR","type",0,0,0,0,0,0,0,0,0,NA,NA,NA
"CMU",9,9239,"phoneme","IX","type",0,0,0,0,0,0,0,0,0,NA,NA,NA
"CMU",9,9239,"phoneme","UX","type",0,0,0,0,0,0,0,0,0,NA,NA,NA
"CMU",9,9239,"phoneme","B","type",512,75,236,225,195,215,283,27,7,NA,NA,NA
"CMU",9,9239,"phoneme","CH","type",49,1,31,64,62,50,61,17,45,NA,NA,NA
"CMU",9,9239,"phoneme","D","type",622,71,323,430,212,217,291,197,744,NA,NA,NA
"CMU",9,9239,"phoneme","DH","type",0,1,16,2,3,4,6,9,0,NA,NA,NA
"CMU",9,9239,"phoneme","F","type",361,34,191,154,157,270,81,78,38,NA,NA,NA
"CMU",9,9239,"phoneme","G","type",247,49,183,202,155,129,67,64,63,NA,NA,NA
"CMU",9,9239,"phoneme","HH","type",383,0,32,60,86,56,40,4,0,NA,NA,NA
"CMU",9,9239,"phoneme","JH","type",114,11,95,80,72,56,70,44,14,NA,NA,NA
"CMU",9,9239,"phoneme","K","type",972,285,552,453,398,405,295,472,276,NA,NA,NA
"CMU",9,9239,"phoneme","L","type",234,381,726,352,605,520,380,643,443,NA,NA,NA
"CMU",9,9239,"phoneme","M","type",781,167,457,313,336,265,179,118,187,NA,NA,NA
"CMU",9,9239,"phoneme","N","type",206,636,995,512,786,896,604,1013,989,NA,NA,NA
"CMU",9,9239,"phoneme","NG","type",0,15,99,42,82,83,40,52,607,NA,NA,NA
"CMU",9,9239,"phoneme","P","type",677,135,321,379,177,125,86,52,47,NA,NA,NA
"CMU",9,9239,"phoneme","R","type",523,843,784,488,490,528,400,340,46,NA,NA,NA
"CMU",9,9239,"phoneme","S","type",899,83,836,465,503,488,843,235,1040,NA,NA,NA
"CMU",9,9239,"phoneme","SH","type",63,5,44,60,79,183,345,17,12,NA,NA,NA
"CMU",9,9239,"phoneme","T","type",300,293,591,770,526,538,1139,791,705,NA,NA,NA
"CMU",9,9239,"phoneme","TH","type",32,5,46,29,27,21,15,10,24,NA,NA,NA
"CMU",9,9239,"phoneme","V","type",209,67,171,140,136,103,121,69,87,NA,NA,NA
"CMU",9,9239,"phoneme","W","type",149,84,37,57,77,114,65,10,0,NA,NA,NA
"CMU",9,9239,"phoneme","Y","type",84,77,40,105,87,72,64,25,0,NA,NA,NA
"CMU",9,9239,"phoneme","Z","type",24,7,185,70,111,100,217,98,1815,NA,NA,NA
"CMU",9,9239,"phoneme","ZH","type",0,0,4,9,6,9,33,6,0,NA,NA,NA
"CMU",9,9239,"phoneme","Q","type",0,0,0,0,0,0,0,0,0,NA,NA,NA
"CMU",10,5178,"phoneme","AA","type",69,417,124,123,152,137,123,89,31,5,NA,NA
"CMU",10,5178,"phoneme","AE","type",148,339,196,111,117,141,92,73,30,0,NA,NA
"CMU",10,5178,"phoneme","AH","type",266,519,235,735,751,522,696,748,1122,107,NA,NA
"CMU",10,5178,"phoneme","AO","type",38,118,62,53,61,102,62,58,10,2,NA,NA
"CMU",10,5178,"phoneme","AW","type",8,32,4,5,1,2,13,5,3,0,NA,NA
"CMU",10,5178,"phoneme","AY","type",10,111,25,42,28,28,148,97,81,5,NA,NA
"CMU",10,5178,"phoneme","EH","type",129,466,170,226,215,223,133,97,30,1,NA,NA
"CMU",10,5178,"phoneme","ER","type",6,103,45,224,142,153,71,77,241,188,NA,NA
"CMU",10,5178,"phoneme","EY","type",6,46,23,22,61,104,498,93,63,8,NA,NA
"CMU",10,5178,"phoneme","IH","type",447,584,151,345,345,340,380,239,952,0,NA,NA
"CMU",10,5178,"phoneme","IY","type",23,224,85,121,114,120,153,164,191,650,NA,NA
"CMU",10,5178,"phoneme","OW","type",32,118,82,81,101,74,45,50,45,111,NA,NA
"CMU",10,5178,"phoneme","OY","type",0,3,1,0,12,3,3,1,1,0,NA,NA
"CMU",10,5178,"phoneme","UH","type",0,16,15,3,15,4,6,7,4,0,NA,NA
"CMU",10,5178,"phoneme","UW","type",1,101,69,36,70,54,71,44,16,6,NA,NA
"CMU",10,5178,"phoneme","AX","type",0,0,0,0,0,0,0,0,0,0,NA,NA
"CMU",10,5178,"phoneme","AXR","type",0,0,0,0,0,0,0,0,0,0,NA,NA
"CMU",10,5178,"phoneme","IX","type",0,0,0,0,0,0,0,0,0,0,NA,NA
"CMU",10,5178,"phoneme","UX","type",0,0,0,0,0,0,0,0,0,0,NA,NA
"CMU",10,5178,"phoneme","B","type",206,46,148,96,125,86,90,193,8,3,NA,NA
"CMU",10,5178,"phoneme","CH","type",17,0,19,13,38,26,20,16,11,15,NA,NA
"CMU",10,5178,"phoneme","D","type",370,30,161,217,112,154,79,123,66,443,NA,NA
"CMU",10,5178,"phoneme","DH","type",0,0,1,2,0,0,2,6,1,0,NA,NA
"CMU",10,5178,"phoneme","F","type",191,17,102,80,94,65,108,72,36,11,NA,NA
"CMU",10,5178,"phoneme","G","type",105,43,82,76,93,89,39,29,44,15,NA,NA
"CMU",10,5178,"phoneme","HH","type",177,1,22,24,44,32,19,8,0,0,NA,NA
"CMU",10,5178,"phoneme","JH","type",53,10,53,40,39,60,18,40,22,5,NA,NA
"CMU",10,5178,"phoneme","K","type",581,172,314,252,216,240,234,185,233,177,NA,NA
"CMU",10,5178,"phoneme","L","type",130,156,345,179,245,340,260,145,395,320,NA,NA
"CMU",10,5178,"phoneme","M","type",369,101,284,163,178,244,149,73,60,90,NA,NA
"CMU",10,5178,"phoneme","N","type",154,498,570,283,358,460,421,412,565,554,NA,NA
"CMU",10,5178,"phoneme","NG","type",0,9,62,25,27,34,15,34,29,355,NA,NA
"CMU",10,5178,"phoneme","P","type",421,78,219,225,135,98,79,44,38,29,NA,NA
"CMU",10,5178,"phoneme","R","type",345,535,359,312,300,301,275,166,123,16,NA,NA
"CMU",10,5178,"phoneme","S","type",461,40,537,299,328,258,265,371,139,627,NA,NA
"CMU",10,5178,"phoneme","SH","type",33,3,20,30,51,69,184,306,12,3,NA,NA
"CMU",10,5178,"phoneme","T","type",173,98,327,462,349,353,261,815,460,385,NA,NA
"CMU",10,5178,"phoneme","TH","type",19,5,24,19,17,17,7,10,2,1,NA,NA
"CMU",10,5178,"phoneme","V","type",90,36,102,64,69,79,39,65,30,66,NA,NA
"CMU",10,5178,"phoneme","W","type",44,57,21,28,41,40,37,20,2,0,NA,NA
"CMU",10,5178,"phoneme","Y","type",44,42,18,106,62,67,38,24,13,0,NA,NA
"CMU",10,5178,"phoneme","Z","type",9,4,98,52,69,56,35,165,68,980,NA,NA
"CMU",10,5178,"phoneme","ZH","type",3,0,3,4,3,3,10,14,1,0,NA,NA
"CMU",10,5178,"phoneme","Q","type",0,0,0,0,0,0,0,0,0,0,NA,NA
"CMU",11,2889,"phoneme","AA","type",34,240,59,70,62,86,74,31,22,10,3,NA
"CMU",11,2889,"phoneme","AE","type",97,156,138,93,57,63,93,67,19,8,0,NA
"CMU",11,2889,"phoneme","AH","type",157,272,104,378,398,493,285,427,508,760,52,NA
"CMU",11,2889,"phoneme","AO","type",18,42,43,40,28,30,51,15,24,3,0,NA
"CMU",11,2889,"phoneme","AW","type",4,13,2,1,5,1,0,8,1,2,0,NA
"CMU",11,2889,"phoneme","AY","type",7,80,12,28,19,22,8,64,45,39,3,NA
"CMU",11,2889,"phoneme","EH","type",109,206,73,121,130,117,135,55,45,8,1,NA
"CMU",11,2889,"phoneme","ER","type",2,44,31,123,60,47,71,37,47,81,76,NA
"CMU",11,2889,"phoneme","EY","type",1,17,10,11,27,31,91,343,48,34,3,NA
"CMU",11,2889,"phoneme","IH","type",350,321,116,200,195,183,218,262,171,504,0,NA
"CMU",11,2889,"phoneme","IY","type",19,145,40,70,45,67,83,87,85,102,392,NA
"CMU",11,2889,"phoneme","OW","type",19,60,46,61,47,33,19,27,20,17,23,NA
"CMU",11,2889,"phoneme","OY","type",0,0,0,0,2,4,5,3,0,2,0,NA
"CMU",11,2889,"phoneme","UH","type",0,9,10,0,6,3,2,6,2,2,0,NA
"CMU",11,2889,"phoneme","UW","type",0,52,27,25,40,30,34,28,16,9,3,NA
"CMU",11,2889,"phoneme","AX","type",0,0,0,0,0,0,0,0,0,0,0,NA
"CMU",11,2889,"phoneme","AXR","type",0,0,0,0,0,0,0,0,0,0,0,NA
"CMU",11,2889,"phoneme","IX","type",0,0,0,0,0,0,0,0,0,0,0,NA
"CMU",11,2889,"phoneme","UX","type",0,0,0,0,0,0,0,0,0,0,0,NA
"CMU",11,2889,"phoneme","B","type",72,17,61,32,58,47,45,33,142,2,1,NA
"CMU",11,2889,"phoneme","CH","type",6,0,6,8,23,13,20,14,8,4,3,NA
"CMU",11,2889,"phoneme","D","type",232,15,85,102,79,84,63,53,40,23,226,NA
"CMU",11,2889,"phoneme","DH","type",0,0,0,0,1,0,2,3,0,1,0,NA
"CMU",11,2889,"phoneme","F","type",92,12,68,68,51,60,29,45,40,11,1,NA
"CMU",11,2889,"phoneme","G","type",35,23,42,49,45,50,28,21,14,10,6,NA
"CMU",11,2889,"phoneme","HH","type",69,0,12,10,10,11,15,8,4,0,0,NA
"CMU",11,2889,"phoneme","JH","type",30,4,24,13,19,22,51,16,11,12,4,NA
"CMU",11,2889,"phoneme","K","type",379,116,176,183,132,131,137,115,111,103,104,NA
"CMU",11,2889,"phoneme","L","type",37,75,171,80,166,150,194,115,78,262,279,NA
"CMU",11,2889,"phoneme","M","type",176,61,140,86,112,135,115,97,45,22,70,NA
"CMU",11,2889,"phoneme","N","type",96,390,362,148,180,215,237,275,219,356,340,NA
"CMU",11,2889,"phoneme","NG","type",0,6,23,15,11,18,8,8,15,13,179,NA
"CMU",11,2889,"phoneme","P","type",235,39,133,152,89,63,64,30,19,17,16,NA
"CMU",11,2889,"phoneme","R","type",177,293,171,189,205,160,167,137,78,66,4,NA
"CMU",11,2889,"phoneme","S","type",250,20,355,164,198,142,129,107,183,75,340,NA
"CMU",11,2889,"phoneme","SH","type",5,2,16,7,19,56,54,146,233,4,0,NA
"CMU",11,2889,"phoneme","T","type",87,55,196,235,196,208,223,132,426,276,218,NA
"CMU",11,2889,"phoneme","TH","type",8,5,22,9,9,5,5,1,1,0,1,NA
"CMU",11,2889,"phoneme","V","type",41,43,54,27,33,33,29,29,28,10,25,NA
"CMU",11,2889,"phoneme","W","type",19,26,9,9,25,13,32,6,11,1,0,NA
"CMU",11,2889,"phoneme","Y","type",22,28,8,57,68,33,29,23,15,8,0,NA
"CMU",11,2889,"phoneme","Z","type",1,2,44,25,35,28,43,13,111,32,516,NA
"CMU",11,2889,"phoneme","ZH","type",3,0,0,0,4,2,1,2,4,0,0,NA
"CMU",11,2889,"phoneme","Q","type",0,0,0,0,0,0,0,0,0,0,0,NA
"CMU",12,1564,"phoneme","AA","type",21,147,24,39,35,43,46,27,7,8,4,1
"CMU",12,1564,"phoneme","AE","type",43,54,72,45,56,33,44,35,22,7,6,0
"CMU",12,1564,"phoneme","AH","type",109,141,55,181,252,211,302,171,258,325,417,24
"CMU",12,1564,"phoneme","AO","type",10,21,13,18,13,20,11,13,8,17,1,0
"CMU",12,1564,"phoneme","AW","type",0,9,1,0,1,1,0,3,0,0,0,0
"CMU",12,1564,"phoneme","AY","type",4,58,5,24,7,12,18,7,26,18,23,1
"CMU",12,1564,"phoneme","EH","type",47,136,40,70,68,53,65,75,30,18,2,0
"CMU",12,1564,"phoneme","ER","type",0,18,29,87,27,20,27,22,11,18,45,20
"CMU",12,1564,"phoneme","EY","type",4,9,5,3,7,15,23,82,235,13,14,2
"CMU",12,1564,"phoneme","IH","type",186,163,66,103,101,100,113,114,179,83,288,0
"CMU",12,1564,"phoneme","IY","type",4,87,15,44,20,26,30,31,39,36,53,232
"CMU",12,1564,"phoneme","OW","type",26,28,28,30,42,18,16,11,13,5,7,8
"CMU",12,1564,"phoneme","OY","type",0,0,0,0,1,2,1,0,0,1,0,0
"CMU",12,1564,"phoneme","UH","type",0,2,5,0,2,2,1,1,2,1,0,0
"CMU",12,1564,"phoneme","UW","type",0,29,6,15,19,16,20,20,26,9,2,0
"CMU",12,1564,"phoneme","AX","type",0,0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"phoneme","AXR","type",0,0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"phoneme","IX","type",0,0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"phoneme","UX","type",0,0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"phoneme","B","type",27,7,34,15,22,19,40,4,8,55,3,0
"CMU",12,1564,"phoneme","CH","type",2,0,5,2,5,7,10,10,9,4,3,1
"CMU",12,1564,"phoneme","D","type",134,11,47,38,34,33,21,32,20,24,6,104
"CMU",12,1564,"phoneme","DH","type",0,0,0,0,0,0,0,1,0,0,0,0
"CMU",12,1564,"phoneme","F","type",38,3,28,38,21,40,24,16,10,13,3,2
"CMU",12,1564,"phoneme","G","type",17,8,11,27,30,26,33,19,5,2,1,4
"CMU",12,1564,"phoneme","HH","type",33,0,7,3,4,1,8,2,2,1,0,0
"CMU",12,1564,"phoneme","JH","type",15,1,9,9,6,17,14,41,15,12,11,1
"CMU",12,1564,"phoneme","K","type",200,71,101,78,89,67,53,79,52,84,26,61
"CMU",12,1564,"phoneme","L","type",9,26,78,28,64,110,79,96,74,35,158,123
"CMU",12,1564,"phoneme","M","type",116,31,102,43,67,74,40,82,39,17,15,29
"CMU",12,1564,"phoneme","N","type",57,217,210,101,88,133,109,138,147,119,205,200
"CMU",12,1564,"phoneme","NG","type",0,2,17,6,7,9,2,0,1,9,3,94
"CMU",12,1564,"phoneme","P","type",122,31,62,90,63,56,56,37,15,4,6,9
"CMU",12,1564,"phoneme","R","type",99,155,92,137,129,81,75,65,54,26,31,0
"CMU",12,1564,"phoneme","S","type",149,15,185,87,119,96,63,50,41,114,45,198
"CMU",12,1564,"phoneme","SH","type",3,0,5,3,7,26,43,36,103,161,0,0
"CMU",12,1564,"phoneme","T","type",54,31,139,146,92,115,108,144,65,248,167,117
"CMU",12,1564,"phoneme","TH","type",4,3,9,0,4,7,2,3,0,1,1,1
"CMU",12,1564,"phoneme","V","type",14,32,32,19,20,18,14,15,22,18,3,32
"CMU",12,1564,"phoneme","W","type",8,7,1,3,6,5,13,7,5,6,0,0
"CMU",12,1564,"phoneme","Y","type",9,7,10,27,21,41,27,28,10,5,1,0
"CMU",12,1564,"phoneme","Z","type",0,4,15,5,13,11,11,47,10,46,14,300
"CMU",12,1564,"phoneme","ZH","type",0,0,1,0,2,0,2,0,1,1,0,0
"CMU",12,1564,"phoneme","Q","type",0,0,0,0,0,0,0,0,0,0,0,0
